% N density lambda LLtest TP FP
50 0.14 500.000000   0.000000 0.090131 0.062361 
10000 0.14 40.000000   0.000000 0.629786 0.375594 
10000 0.14 30.000000   0.000000 0.631353 0.377827 
10000 0.14 20.000000   0.000000 0.632584 0.381313 
10000 0.14 10.000000   0.000000 0.635957 0.384524 
10000 0.14 5.000000   0.000000 0.637784 0.386291 
10000 0.14 1.000000   0.000000 0.637784 0.386291 
10000 0.14 0.500000   0.000000 0.638361 0.387182 
10000 0.14 0.100000   0.000000 0.638361 0.387182 
10000 0.14 0.050000   0.000000 0.638361 0.387182 
10000 0.14 0.010000   0.000000 0.638361 0.387182 
