% N density lambda LLtest TP FP
50 0.12 500.000000  0.000000 0.109299 0.059027
50 0.14 200.000000  0.000000 0.168831 0.117454
50 0.14 150.000000  0.000000 0.209235 0.133897
50 0.14 100.000000  0.000000 0.249639 0.154099
50 0.14 50.000000  0.000000 0.304473 0.193329
50 0.14 40.000000  0.000000 0.314574 0.203899
50 0.14 30.000000  0.000000 0.339105 0.219403
50 0.14 20.000000  0.000000 0.379509 0.245243
50 0.14 10.000000  0.000000 0.437229 0.290815
50 0.14 5.000000  0.000000 0.499278 0.326756
50 0.14 1.000000  0.000000 0.574315 0.397933
50 0.14 0.500000  0.000000 0.595960 0.418370
50 0.14 0.100000  0.000000 0.608947 0.427531
50 0.14 0.050000  0.000000 0.608947 0.427531
50 0.14 0.010000  0.000000 0.611833 0.435988
50 0.13 500.000000  0.000000 0.063593 0.048831
50 0.13 450.000000  0.000000 0.087440 0.055080
50 0.13 400.000000  0.000000 0.095390 0.062717
50 0.13 350.000000  0.000000 0.103339 0.069197
50 0.13 300.000000  0.000000 0.120827 0.079611
50 0.13 250.000000  0.000000 0.151033 0.089331
50 0.13 200.000000  0.000000 0.168521 0.101597
50 0.13 150.000000  0.000000 0.182830 0.111085
50 0.13 100.000000  0.000000 0.217806 0.131914
50 0.13 50.000000  0.000000 0.314785 0.177274
50 0.13 40.000000  0.000000 0.340223 0.190928
50 0.13 30.000000  0.000000 0.372019 0.212914
50 0.13 20.000000  0.000000 0.434022 0.240222
50 0.13 10.000000  0.000000 0.534181 0.287202
50 0.13 5.000000  0.000000 0.599364 0.332330
50 0.13 1.000000  0.000000 0.672496 0.400602
50 0.13 0.500000  0.000000 0.685215 0.420273
50 0.13 0.100000  0.000000 0.696343 0.431613
50 0.13 0.050000  0.000000 0.696343 0.433002
50 0.13 0.010000  0.000000 0.701113 0.439250
50 0.14 500.000000  0.000000 0.089686 0.056062
50 0.14 450.000000  0.000000 0.104634 0.062135
50 0.14 400.000000  0.000000 0.110613 0.068909
50 0.14 350.000000  0.000000 0.115097 0.074515
50 0.14 300.000000  0.000000 0.118087 0.079888
50 0.14 250.000000  0.000000 0.125561 0.084793
50 0.14 200.000000  0.000000 0.149477 0.095305
50 0.14 150.000000  0.000000 0.162930 0.104648
50 0.14 100.000000  0.000000 0.177877 0.120065
50 0.14 50.000000  0.000000 0.201794 0.137351
50 0.14 40.000000  0.000000 0.204783 0.143892
50 0.14 30.000000  0.000000 0.207773 0.150666
50 0.14 20.000000  0.000000 0.218236 0.156973
50 0.14 10.000000  0.000000 0.222720 0.163513
50 0.14 5.000000  0.000000 0.236173 0.172857
50 0.14 1.000000  0.000000 0.245142 0.181266
50 0.14 0.500000  0.000000 0.245142 0.182901
50 0.14 0.100000  0.000000 0.245142 0.183602
50 0.14 0.050000  0.000000 0.245142 0.183602
50 0.14 0.010000  0.000000 0.245142 0.183602
100 0.12 500.000000  0.000000 0.171289 0.088079
100 0.12 450.000000  0.000000 0.187602 0.098686
100 0.12 400.000000  0.000000 0.205546 0.109523
100 0.12 350.000000  0.000000 0.228385 0.120590
100 0.12 300.000000  0.000000 0.251223 0.133964
100 0.12 250.000000  0.000000 0.269168 0.147106
100 0.12 200.000000  0.000000 0.290375 0.161402
100 0.12 150.000000  0.000000 0.319739 0.183998
100 0.12 100.000000  0.000000 0.370310 0.208900
100 0.12 50.000000  0.000000 0.450245 0.254093
100 0.12 40.000000  0.000000 0.469821 0.262624
100 0.12 30.000000  0.000000 0.489396 0.279686
100 0.12 20.000000  0.000000 0.522023 0.297902
100 0.12 10.000000  0.000000 0.590538 0.334332
100 0.12 5.000000  0.000000 0.637847 0.358543
100 0.12 1.000000  0.000000 0.676998 0.387826
100 0.12 0.500000  0.000000 0.678630 0.391745
100 0.12 0.100000  0.000000 0.690049 0.400968
100 0.12 0.050000  0.000000 0.690049 0.400968
100 0.12 0.010000  0.000000 0.690049 0.402121
100 0.13 500.000000  0.000000 0.157975 0.115403
100 0.13 450.000000  0.000000 0.162577 0.118660
100 0.13 400.000000  0.000000 0.174847 0.122150
100 0.13 350.000000  0.000000 0.179448 0.127268
100 0.13 300.000000  0.000000 0.184049 0.133085
100 0.13 250.000000  0.000000 0.197853 0.141228
100 0.13 200.000000  0.000000 0.234663 0.156584
100 0.13 150.000000  0.000000 0.254601 0.166356
100 0.13 100.000000  0.000000 0.289877 0.185900
100 0.13 50.000000  0.000000 0.315951 0.208934
100 0.13 40.000000  0.000000 0.335890 0.219637
100 0.13 30.000000  0.000000 0.349693 0.227315
100 0.13 20.000000  0.000000 0.360429 0.239414
100 0.13 10.000000  0.000000 0.378834 0.251280
100 0.13 5.000000  0.000000 0.414110 0.269428
100 0.13 1.000000  0.000000 0.430982 0.282690
100 0.13 0.500000  0.000000 0.435583 0.284551
100 0.13 0.100000  0.000000 0.440184 0.288041
100 0.13 0.050000  0.000000 0.440184 0.288041
100 0.13 0.010000  0.000000 0.440184 0.288041
100 0.14 500.000000  0.000000 0.121212 0.076815
100 0.14 450.000000  0.000000 0.137085 0.089969
100 0.14 400.000000  0.000000 0.141414 0.095607
100 0.14 350.000000  0.000000 0.158730 0.102889
100 0.14 300.000000  0.000000 0.177489 0.113695
100 0.14 250.000000  0.000000 0.202020 0.125440
100 0.14 200.000000  0.000000 0.227994 0.138595
100 0.14 150.000000  0.000000 0.256854 0.151750
100 0.14 100.000000  0.000000 0.294372 0.174771
100 0.14 50.000000  0.000000 0.349206 0.212826
100 0.14 40.000000  0.000000 0.370851 0.225041
100 0.14 30.000000  0.000000 0.395382 0.243599
100 0.14 20.000000  0.000000 0.427128 0.268734
100 0.14 10.000000  0.000000 0.496392 0.311017
100 0.14 5.000000  0.000000 0.548341 0.345549
100 0.14 1.000000  0.000000 0.591631 0.396054
100 0.14 0.500000  0.000000 0.598846 0.405450
100 0.14 0.100000  0.000000 0.608947 0.416021
100 0.14 0.050000  0.000000 0.610390 0.419779
100 0.14 0.010000  0.000000 0.611833 0.420249
100 0.13 500.000000  0.000000 0.122417 0.069660
100 0.13 450.000000  0.000000 0.133545 0.074983
100 0.13 400.000000  0.000000 0.151033 0.081694
100 0.13 350.000000  0.000000 0.168521 0.089794
100 0.13 300.000000  0.000000 0.182830 0.099051
100 0.13 250.000000  0.000000 0.197138 0.110391
100 0.13 200.000000  0.000000 0.216216 0.122657
100 0.13 150.000000  0.000000 0.244833 0.146031
100 0.13 100.000000  0.000000 0.314785 0.171257
100 0.13 50.000000  0.000000 0.430843 0.221245
100 0.13 40.000000  0.000000 0.456280 0.236982
100 0.13 30.000000  0.000000 0.503975 0.254571
100 0.13 20.000000  0.000000 0.561208 0.284425
100 0.13 10.000000  0.000000 0.637520 0.330016
100 0.13 5.000000  0.000000 0.670906 0.369590
100 0.13 1.000000  0.000000 0.713831 0.413099
100 0.13 0.500000  0.000000 0.715421 0.416802
100 0.13 0.100000  0.000000 0.718601 0.424439
100 0.13 0.050000  0.000000 0.718601 0.424439
100 0.13 0.010000  0.000000 0.724960 0.429299
100 0.14 500.000000  0.000000 0.131540 0.102780
100 0.14 450.000000  0.000000 0.139013 0.105349
100 0.14 400.000000  0.000000 0.144993 0.109087
100 0.14 350.000000  0.000000 0.147982 0.111423
100 0.14 300.000000  0.000000 0.155456 0.113992
100 0.14 250.000000  0.000000 0.162930 0.120766
100 0.14 200.000000  0.000000 0.165919 0.125672
100 0.14 150.000000  0.000000 0.176383 0.131278
100 0.14 100.000000  0.000000 0.191330 0.139921
100 0.14 50.000000  0.000000 0.210762 0.152768
100 0.14 40.000000  0.000000 0.221226 0.162112
100 0.14 30.000000  0.000000 0.224215 0.163046
100 0.14 20.000000  0.000000 0.233184 0.166316
100 0.14 10.000000  0.000000 0.246637 0.177529
100 0.14 5.000000  0.000000 0.255605 0.181733
100 0.14 1.000000  0.000000 0.257100 0.183836
100 0.14 0.500000  0.000000 0.257100 0.183836
100 0.14 0.100000  0.000000 0.257100 0.183836
100 0.14 0.050000  0.000000 0.257100 0.183836
100 0.14 0.010000  0.000000 0.257100 0.183836
200 0.12 500.000000  0.000000 0.254486 0.118515
200 0.12 450.000000  0.000000 0.262643 0.124971
200 0.12 400.000000  0.000000 0.275693 0.130966
200 0.12 350.000000  0.000000 0.288744 0.145492
200 0.12 300.000000  0.000000 0.301794 0.160480
200 0.12 250.000000  0.000000 0.319739 0.175697
200 0.12 200.000000  0.000000 0.365416 0.192991
200 0.12 150.000000  0.000000 0.407830 0.217662
200 0.12 100.000000  0.000000 0.455139 0.240719
200 0.12 50.000000  0.000000 0.526917 0.279686
200 0.12 40.000000  0.000000 0.544861 0.291446
200 0.12 30.000000  0.000000 0.561175 0.303897
200 0.12 20.000000  0.000000 0.585644 0.318192
200 0.12 10.000000  0.000000 0.634584 0.350012
200 0.12 5.000000  0.000000 0.652529 0.359696
200 0.12 1.000000  0.000000 0.683524 0.381370
200 0.12 0.500000  0.000000 0.690049 0.392437
200 0.12 0.100000  0.000000 0.694943 0.395896
200 0.12 0.050000  0.000000 0.694943 0.395896
200 0.12 0.010000  0.000000 0.694943 0.395896
200 0.13 500.000000  0.000000 0.179448 0.136110
200 0.13 450.000000  0.000000 0.200920 0.145184
200 0.13 400.000000  0.000000 0.208589 0.150070
200 0.13 350.000000  0.000000 0.220859 0.155421
200 0.13 300.000000  0.000000 0.228528 0.162634
200 0.13 250.000000  0.000000 0.236196 0.170079
200 0.13 200.000000  0.000000 0.248466 0.174965
200 0.13 150.000000  0.000000 0.266871 0.187296
200 0.13 100.000000  0.000000 0.279141 0.202420
200 0.13 50.000000  0.000000 0.329755 0.230572
200 0.13 40.000000  0.000000 0.337423 0.234760
200 0.13 30.000000  0.000000 0.351227 0.241740
200 0.13 20.000000  0.000000 0.363497 0.247557
200 0.13 10.000000  0.000000 0.389571 0.269893
200 0.13 5.000000  0.000000 0.400307 0.283155
200 0.13 1.000000  0.000000 0.420245 0.293392
200 0.13 0.500000  0.000000 0.420245 0.293392
200 0.13 0.100000  0.000000 0.424847 0.295021
200 0.13 0.050000  0.000000 0.424847 0.295021
200 0.13 0.010000  0.000000 0.424847 0.295021
200 0.14 500.000000  0.000000 0.184704 0.107353
200 0.14 450.000000  0.000000 0.194805 0.111816
200 0.14 400.000000  0.000000 0.200577 0.115809
200 0.14 350.000000  0.000000 0.213564 0.122387
200 0.14 300.000000  0.000000 0.232323 0.128024
200 0.14 250.000000  0.000000 0.243867 0.136951
200 0.14 200.000000  0.000000 0.259740 0.147287
200 0.14 150.000000  0.000000 0.281385 0.163730
200 0.14 100.000000  0.000000 0.310245 0.186516
200 0.14 50.000000  0.000000 0.373737 0.232088
200 0.14 40.000000  0.000000 0.385281 0.242189
200 0.14 30.000000  0.000000 0.419913 0.257458
200 0.14 20.000000  0.000000 0.466089 0.282593
200 0.14 10.000000  0.000000 0.519481 0.319004
200 0.14 5.000000  0.000000 0.546898 0.336622
200 0.14 1.000000  0.000000 0.595960 0.371388
200 0.14 0.500000  0.000000 0.606061 0.376086
200 0.14 0.100000  0.000000 0.607504 0.381254
200 0.14 0.050000  0.000000 0.607504 0.381254
200 0.14 0.010000  0.000000 0.607504 0.381254
200 0.13 500.000000  0.000000 0.189189 0.093728
200 0.13 450.000000  0.000000 0.197138 0.098820
200 0.13 400.000000  0.000000 0.206677 0.109234
200 0.13 350.000000  0.000000 0.225755 0.121268
200 0.13 300.000000  0.000000 0.248013 0.130988
200 0.13 250.000000  0.000000 0.276630 0.146031
200 0.13 200.000000  0.000000 0.306836 0.161305
200 0.13 150.000000  0.000000 0.351351 0.178662
200 0.13 100.000000  0.000000 0.418124 0.205739
200 0.13 50.000000  0.000000 0.518283 0.261976
200 0.13 40.000000  0.000000 0.558029 0.276325
200 0.13 30.000000  0.000000 0.593005 0.298079
200 0.13 20.000000  0.000000 0.639110 0.322148
200 0.13 10.000000  0.000000 0.677266 0.350613
200 0.13 5.000000  0.000000 0.694754 0.380699
200 0.13 1.000000  0.000000 0.718601 0.404305
200 0.13 0.500000  0.000000 0.723370 0.410322
200 0.13 0.100000  0.000000 0.723370 0.410322
200 0.13 0.050000  0.000000 0.723370 0.410322
200 0.13 0.010000  0.000000 0.723370 0.410322
200 0.14 500.000000  0.000000 0.191330 0.135249
200 0.14 450.000000  0.000000 0.195815 0.137585
200 0.14 400.000000  0.000000 0.200299 0.138285
200 0.14 350.000000  0.000000 0.204783 0.140388
200 0.14 300.000000  0.000000 0.210762 0.143892
200 0.14 250.000000  0.000000 0.215247 0.147863
200 0.14 200.000000  0.000000 0.224215 0.152301
200 0.14 150.000000  0.000000 0.230194 0.156973
200 0.14 100.000000  0.000000 0.233184 0.162345
200 0.14 50.000000  0.000000 0.255605 0.175193
200 0.14 40.000000  0.000000 0.261584 0.177061
200 0.14 30.000000  0.000000 0.263079 0.180799
200 0.14 20.000000  0.000000 0.270553 0.186872
200 0.14 10.000000  0.000000 0.284006 0.194347
200 0.14 5.000000  0.000000 0.291480 0.194581
200 0.14 1.000000  0.000000 0.294469 0.202289
200 0.14 0.500000  0.000000 0.297459 0.204625
200 0.14 0.100000  0.000000 0.297459 0.204625
200 0.14 0.050000  0.000000 0.297459 0.204625
200 0.14 0.010000  0.000000 0.297459 0.204625
500 0.12 500.000000  0.000000 0.323002 0.172239
500 0.12 450.000000  0.000000 0.332790 0.176620
500 0.12 400.000000  0.000000 0.336052 0.179848
500 0.12 350.000000  0.000000 0.360522 0.187457
500 0.12 300.000000  0.000000 0.380098 0.200830
500 0.12 250.000000  0.000000 0.407830 0.211898
500 0.12 200.000000  0.000000 0.443719 0.224810
500 0.12 150.000000  0.000000 0.469821 0.240719
500 0.12 100.000000  0.000000 0.508972 0.269772
500 0.12 50.000000  0.000000 0.574225 0.304819
500 0.12 40.000000  0.000000 0.584013 0.314042
500 0.12 30.000000  0.000000 0.595432 0.323957
500 0.12 20.000000  0.000000 0.628059 0.340097
500 0.12 10.000000  0.000000 0.663948 0.353470
500 0.12 5.000000  0.000000 0.675367 0.362924
500 0.12 1.000000  0.000000 0.686786 0.371685
500 0.12 0.500000  0.000000 0.686786 0.371685
500 0.12 0.100000  0.000000 0.688418 0.372377
500 0.12 0.050000  0.000000 0.688418 0.372377
500 0.12 0.010000  0.000000 0.693312 0.373069
500 0.13 500.000000  0.000000 0.250000 0.187064
500 0.13 450.000000  0.000000 0.256135 0.190321
500 0.13 400.000000  0.000000 0.263804 0.194509
500 0.13 350.000000  0.000000 0.279141 0.202187
500 0.13 300.000000  0.000000 0.283742 0.205677
500 0.13 250.000000  0.000000 0.294479 0.211261
500 0.13 200.000000  0.000000 0.308282 0.218939
500 0.13 150.000000  0.000000 0.328221 0.228246
500 0.13 100.000000  0.000000 0.340491 0.240810
500 0.13 50.000000  0.000000 0.375767 0.264774
500 0.13 40.000000  0.000000 0.384969 0.271522
500 0.13 30.000000  0.000000 0.397239 0.277571
500 0.13 20.000000  0.000000 0.415644 0.284784
500 0.13 10.000000  0.000000 0.421779 0.296650
500 0.13 5.000000  0.000000 0.427914 0.302234
500 0.13 1.000000  0.000000 0.441718 0.312006
500 0.13 0.500000  0.000000 0.443252 0.313169
500 0.13 0.100000  0.000000 0.443252 0.313169
500 0.13 0.050000  0.000000 0.443252 0.313169
500 0.13 0.010000  0.000000 0.443252 0.313169
500 0.14 500.000000  0.000000 0.266955 0.145408
500 0.14 450.000000  0.000000 0.272727 0.147757
500 0.14 400.000000  0.000000 0.275613 0.150810
500 0.14 350.000000  0.000000 0.279942 0.156213
500 0.14 300.000000  0.000000 0.295815 0.166549
500 0.14 250.000000  0.000000 0.313131 0.175241
500 0.14 200.000000  0.000000 0.330447 0.186986
500 0.14 150.000000  0.000000 0.354978 0.205779
500 0.14 100.000000  0.000000 0.393939 0.231149
500 0.14 50.000000  0.000000 0.453102 0.270143
500 0.14 40.000000  0.000000 0.473304 0.276721
500 0.14 30.000000  0.000000 0.497835 0.294574
500 0.14 20.000000  0.000000 0.523810 0.308433
500 0.14 10.000000  0.000000 0.554113 0.333803
500 0.14 5.000000  0.000000 0.562771 0.347193
500 0.14 1.000000  0.000000 0.574315 0.366925
500 0.14 0.500000  0.000000 0.574315 0.366925
500 0.14 0.100000  0.000000 0.575758 0.367160
500 0.14 0.050000  0.000000 0.575758 0.367160
500 0.14 0.010000  0.000000 0.575758 0.367160
500 0.13 500.000000  0.000000 0.294118 0.133071
500 0.13 450.000000  0.000000 0.310016 0.137005
500 0.13 400.000000  0.000000 0.332273 0.143022
500 0.13 350.000000  0.000000 0.359300 0.152742
500 0.13 300.000000  0.000000 0.389507 0.167322
500 0.13 250.000000  0.000000 0.422893 0.178894
500 0.13 200.000000  0.000000 0.464229 0.199722
500 0.13 150.000000  0.000000 0.511924 0.226105
500 0.13 100.000000  0.000000 0.564388 0.258505
500 0.13 50.000000  0.000000 0.645469 0.308956
500 0.13 40.000000  0.000000 0.667727 0.318213
500 0.13 30.000000  0.000000 0.688394 0.333256
500 0.13 20.000000  0.000000 0.702703 0.347836
500 0.13 10.000000  0.000000 0.723370 0.380467
500 0.13 5.000000  0.000000 0.744038 0.389956
500 0.13 1.000000  0.000000 0.750397 0.405230
500 0.13 0.500000  0.000000 0.751987 0.407313
500 0.13 0.100000  0.000000 0.755167 0.409165
500 0.13 0.050000  0.000000 0.755167 0.409165
500 0.13 0.010000  0.000000 0.755167 0.409165
500 0.14 500.000000  0.000000 0.230194 0.169820
500 0.14 450.000000  0.000000 0.231689 0.170521
500 0.14 400.000000  0.000000 0.236173 0.171922
500 0.14 350.000000  0.000000 0.236173 0.173324
500 0.14 300.000000  0.000000 0.236173 0.174492
500 0.14 250.000000  0.000000 0.239163 0.175426
500 0.14 200.000000  0.000000 0.240658 0.182901
500 0.14 150.000000  0.000000 0.252616 0.186639
500 0.14 100.000000  0.000000 0.258595 0.192478
500 0.14 50.000000  0.000000 0.276532 0.203691
500 0.14 40.000000  0.000000 0.279522 0.207662
500 0.14 30.000000  0.000000 0.279522 0.208596
500 0.14 20.000000  0.000000 0.281016 0.210698
500 0.14 10.000000  0.000000 0.284006 0.212801
500 0.14 5.000000  0.000000 0.288490 0.215370
500 0.14 1.000000  0.000000 0.292975 0.218407
500 0.14 0.500000  0.000000 0.292975 0.218407
500 0.14 0.100000  0.000000 0.292975 0.218407
500 0.14 0.050000  0.000000 0.292975 0.218407
500 0.14 0.010000  0.000000 0.292975 0.218407
1000 0.12 500.000000  0.000000 0.396411 0.233802
1000 0.12 450.000000  0.000000 0.407830 0.235647
1000 0.12 400.000000  0.000000 0.412724 0.239567
1000 0.12 350.000000  0.000000 0.425775 0.244178
1000 0.12 300.000000  0.000000 0.442088 0.250404
1000 0.12 250.000000  0.000000 0.466558 0.266083
1000 0.12 200.000000  0.000000 0.489396 0.274614
1000 0.12 150.000000  0.000000 0.525285 0.291676
1000 0.12 100.000000  0.000000 0.561175 0.314042
1000 0.12 50.000000  0.000000 0.601958 0.336408
1000 0.12 40.000000  0.000000 0.608483 0.344017
1000 0.12 30.000000  0.000000 0.619902 0.350934
1000 0.12 20.000000  0.000000 0.641109 0.360618
1000 0.12 10.000000  0.000000 0.644372 0.363615
1000 0.12 5.000000  0.000000 0.650897 0.372838
1000 0.12 1.000000  0.000000 0.654160 0.377450
1000 0.12 0.500000  0.000000 0.654160 0.377450
1000 0.12 0.100000  0.000000 0.654160 0.377450
1000 0.12 0.050000  0.000000 0.654160 0.377450
1000 0.12 0.010000  0.000000 0.654160 0.377450
1000 0.13 500.000000  0.000000 0.322086 0.205677
1000 0.13 450.000000  0.000000 0.325153 0.209632
1000 0.13 400.000000  0.000000 0.332822 0.211959
1000 0.13 350.000000  0.000000 0.338957 0.214751
1000 0.13 300.000000  0.000000 0.345092 0.219404
1000 0.13 250.000000  0.000000 0.354294 0.226152
1000 0.13 200.000000  0.000000 0.368098 0.236389
1000 0.13 150.000000  0.000000 0.384969 0.243602
1000 0.13 100.000000  0.000000 0.403374 0.254072
1000 0.13 50.000000  0.000000 0.438650 0.277571
1000 0.13 40.000000  0.000000 0.440184 0.280828
1000 0.13 30.000000  0.000000 0.443252 0.287110
1000 0.13 20.000000  0.000000 0.449387 0.291996
1000 0.13 10.000000  0.000000 0.464724 0.302699
1000 0.13 5.000000  0.000000 0.466258 0.303862
1000 0.13 1.000000  0.000000 0.472393 0.312238
1000 0.13 0.500000  0.000000 0.472393 0.312238
1000 0.13 0.100000  0.000000 0.472393 0.312238
1000 0.13 0.050000  0.000000 0.472393 0.312238
1000 0.13 0.010000  0.000000 0.472393 0.312238
1000 0.14 500.000000  0.000000 0.317460 0.176885
1000 0.14 450.000000  0.000000 0.326118 0.180879
1000 0.14 400.000000  0.000000 0.336219 0.185342
1000 0.14 350.000000  0.000000 0.347763 0.190275
1000 0.14 300.000000  0.000000 0.356421 0.196148
1000 0.14 250.000000  0.000000 0.370851 0.208128
1000 0.14 200.000000  0.000000 0.391053 0.221987
1000 0.14 150.000000  0.000000 0.414141 0.233733
1000 0.14 100.000000  0.000000 0.444444 0.256284
1000 0.14 50.000000  0.000000 0.503608 0.291990
1000 0.14 40.000000  0.000000 0.533911 0.306789
1000 0.14 30.000000  0.000000 0.546898 0.314541
1000 0.14 20.000000  0.000000 0.552670 0.325112
1000 0.14 10.000000  0.000000 0.574315 0.345079
1000 0.14 5.000000  0.000000 0.581530 0.357294
1000 0.14 1.000000  0.000000 0.590188 0.367395
1000 0.14 0.500000  0.000000 0.590188 0.367865
1000 0.14 0.100000  0.000000 0.597403 0.373737
1000 0.14 0.050000  0.000000 0.597403 0.373737
1000 0.14 0.010000  0.000000 0.597403 0.373737
1000 0.13 500.000000  0.000000 0.427663 0.171025
1000 0.13 450.000000  0.000000 0.429253 0.175191
1000 0.13 400.000000  0.000000 0.446741 0.184217
1000 0.13 350.000000  0.000000 0.459459 0.194399
1000 0.13 300.000000  0.000000 0.494436 0.210599
1000 0.13 250.000000  0.000000 0.508744 0.225411
1000 0.13 200.000000  0.000000 0.535771 0.245314
1000 0.13 150.000000  0.000000 0.581876 0.262208
1000 0.13 100.000000  0.000000 0.635930 0.298311
1000 0.13 50.000000  0.000000 0.689984 0.336496
1000 0.13 40.000000  0.000000 0.701113 0.344828
1000 0.13 30.000000  0.000000 0.705882 0.354316
1000 0.13 20.000000  0.000000 0.721781 0.369128
1000 0.13 10.000000  0.000000 0.744038 0.387179
1000 0.13 5.000000  0.000000 0.761526 0.395047
1000 0.13 1.000000  0.000000 0.771065 0.404767
1000 0.13 0.500000  0.000000 0.771065 0.404767
1000 0.13 0.100000  0.000000 0.771065 0.404767
1000 0.13 0.050000  0.000000 0.771065 0.404767
1000 0.13 0.010000  0.000000 0.771065 0.404767
1000 0.14 500.000000  0.000000 0.269058 0.194814
1000 0.14 450.000000  0.000000 0.270553 0.197150
1000 0.14 400.000000  0.000000 0.273543 0.198552
1000 0.14 350.000000  0.000000 0.276532 0.201355
1000 0.14 300.000000  0.000000 0.276532 0.202523
1000 0.14 250.000000  0.000000 0.281016 0.204859
1000 0.14 200.000000  0.000000 0.291480 0.209297
1000 0.14 150.000000  0.000000 0.298954 0.213502
1000 0.14 100.000000  0.000000 0.306428 0.218407
1000 0.14 50.000000  0.000000 0.310912 0.224247
1000 0.14 40.000000  0.000000 0.315396 0.226349
1000 0.14 30.000000  0.000000 0.315396 0.226349
1000 0.14 20.000000  0.000000 0.315396 0.227050
1000 0.14 10.000000  0.000000 0.322870 0.229619
1000 0.14 5.000000  0.000000 0.325859 0.232656
1000 0.14 1.000000  0.000000 0.325859 0.234057
1000 0.14 0.500000  0.000000 0.325859 0.234057
1000 0.14 0.100000  0.000000 0.330344 0.235225
1000 0.14 0.050000  0.000000 0.330344 0.235225
1000 0.14 0.010000  0.000000 0.330344 0.235225
5000 0.12 500.000000  0.000000 0.601958 0.361771
5000 0.12 450.000000  0.000000 0.610114 0.362463
5000 0.12 400.000000  0.000000 0.610114 0.365460
5000 0.12 350.000000  0.000000 0.615008 0.370302
5000 0.12 300.000000  0.000000 0.628059 0.376297
5000 0.12 250.000000  0.000000 0.637847 0.386212
5000 0.12 200.000000  0.000000 0.652529 0.394282
5000 0.12 150.000000  0.000000 0.675367 0.403505
5000 0.12 100.000000  0.000000 0.690049 0.412958
5000 0.12 50.000000  0.000000 0.706362 0.426332
5000 0.12 40.000000  0.000000 0.707993 0.430251
5000 0.12 30.000000  0.000000 0.707993 0.431635
5000 0.12 20.000000  0.000000 0.707993 0.431635
5000 0.12 10.000000  0.000000 0.707993 0.431635
5000 0.12 5.000000  0.000000 0.711256 0.436016
5000 0.12 1.000000  0.000000 0.711256 0.436016
5000 0.12 0.500000  0.000000 0.711256 0.436016
5000 0.12 0.100000  0.000000 0.711256 0.436016
5000 0.12 0.050000  0.000000 0.711256 0.436016
5000 0.12 0.010000  0.000000 0.711256 0.436016
5000 0.13 500.000000  0.000000 0.450920 0.288274
5000 0.13 450.000000  0.000000 0.461656 0.294556
5000 0.13 400.000000  0.000000 0.464724 0.298278
5000 0.13 350.000000  0.000000 0.480061 0.306654
5000 0.13 300.000000  0.000000 0.480061 0.307585
5000 0.13 250.000000  0.000000 0.484663 0.312238
5000 0.13 200.000000  0.000000 0.492331 0.318753
5000 0.13 150.000000  0.000000 0.500000 0.328060
5000 0.13 100.000000  0.000000 0.504601 0.334807
5000 0.13 50.000000  0.000000 0.524540 0.346906
5000 0.13 40.000000  0.000000 0.526074 0.348534
