%n density lambda lse TP FP 
%n density lambda lse TP FP 
1000 0.0616 300 1.013482 0 0
1000 0.0616 300 1.018928 0 0
1000 0.0616 300 1.001197 0 0
1000 0.0614 300 1.031000 0 0
1000 0.0614 300 1.017886 0 0
1000 0.0614 300 1.031352 0 0
1000 0.0614 300 1.021599 0 0
1000 0.0614 300 0.9950054 0 0
1000 0.0618 300 1.013446 0 0
1000 0.0618 300 1.005185 0 0
1000 0.0618 300 1.028326 0 0
1000 0.0618 300 1.065006 0 0
1000 0.0618 300 1.060845 0 0
%n density lambda lse TP FP 
1000 0.2188 300 1.082611 0 0
1000 0.2188 300 1.079025 0 0
1000 0.2188 300 1.064990 0 0
1000 0.2188 300 1.055038 0 0
1000 0.2188 300 1.072175 0 0
1000 0.2196 300 1.029899 0 0
1000 0.2196 300 1.058344 0 0
1000 0.2196 300 1.052911 0 0
1000 0.2196 300 1.089754 0 0
1000 0.2196 300 1.080288 0 0
1000 0.219 300 1.058008 0 0
1000 0.219 300 1.037479 0 0
1000 0.219 300 1.052002 0 0
1000 0.219 300 1.064441 0 0
1000 0.219 300 1.085112 0 0
1000 0.2182 300 1.075701 0 0
1000 0.2182 300 1.066284 0 0
1000 0.2182 300 1.056976 0 0
1000 0.2182 300 1.049470 0 0
1000 0.2182 300 1.078611 0 0
1000 0.2194 300 1.084254 0 0
1000 0.2194 300 1.037723 0 0
1000 0.2194 300 1.062918 0 0
1000 0.2194 300 1.055888 0 0
1000 0.2194 300 1.073664 0 0
%n density lambda lse TP FP 
1000 0.3138 300 1.090818 0 0
1000 0.3138 300 1.094416 0 0
1000 0.3138 300 1.089501 0 0
1000 0.3138 300 1.097090 0 0
1000 0.3138 300 1.073328 0 0
1000 0.3146 300 1.081814 0 0
1000 0.3146 300 1.062959 0 0
1000 0.3146 300 1.100413 0 0
1000 0.3146 300 1.071454 0 0
1000 0.3146 300 1.097699 0 0
1000 0.3138 300 1.079931 0 0
1000 0.3138 300 1.101795 0 0
1000 0.3138 300 1.112114 0 0
1000 0.3138 300 1.097599 0 0
1000 0.3138 300 1.102905 0 0
1000 0.3128 300 1.054491 0 0
1000 0.3128 300 1.079388 0 0
1000 0.3128 300 1.075215 0 0
1000 0.3128 300 1.065272 0 0
1000 0.3128 300 1.091244 0 0
1000 0.3138 300 1.064392 0 0
1000 0.3138 300 1.072542 0 0
1000 0.3138 300 1.066934 0 0
1000 0.3138 300 1.110818 0 0
1000 0.3138 300 1.074676 0 0
%n density lambda lse TP FP 
30 0.0614 400 1.015354 0 0
30 0.0614 400 1.031945 0 0
30 0.0614 400 1.025428 0 0
30 0.0614 400 1.019089 0 0
30 0.0614 400 1.017277 0 0
30 0.0612 400 1.024684 0 0
30 0.0612 400 1.052626 0 0
30 0.0612 400 1.022383 0 0
30 0.0612 400 1.026054 0 0
30 0.0612 400 1.022532 0 0
30 0.0616 400 1.017308 0 0
30 0.0616 400 1.017951 0 0
30 0.0616 400 1.013167 0 0
30 0.0616 400 1.026784 0 0
30 0.0616 400 1.005899 0 0
30 0.0614 400 1.023759 0 0
30 0.0614 400 1.003384 0 0
30 0.0614 400 1.028581 0 0
30 0.0614 400 1.007220 0 0
30 0.0614 400 1.014643 0 0
30 0.0618 400 1.009502 0 0
30 0.0618 400 1.057391 0 0
30 0.0618 400 1.000090 0 0
30 0.0618 400 1.022118 0 0
30 0.0618 400 1.024319 0 0
%n density lambda lse TP FP 
30 0.2188 400 1.072045 0 0
30 0.2188 400 1.061606 0 0
30 0.2188 400 1.066351 0 0
30 0.2188 400 1.059956 0 0
30 0.2188 400 1.043714 0 0
30 0.2196 400 1.050292 0 0
30 0.2196 400 1.070732 0 0
30 0.2196 400 1.015613 0 0
30 0.2196 400 1.070831 0 0
30 0.2196 400 1.057026 0 0
30 0.219 400 1.057445 0 0
30 0.219 400 1.075645 0 0
30 0.219 400 1.057874 0 0
30 0.219 400 1.041193 0 0
30 0.219 400 1.059964 0 0
30 0.2182 400 1.058589 0 0
30 0.2182 400 1.050160 0 0
30 0.2182 400 1.047120 0 0
30 0.2182 400 1.082632 0 0
30 0.2182 400 1.064867 0 0
30 0.2194 400 1.052457 0 0
30 0.2194 400 1.032213 0 0
30 0.2194 400 1.060599 0 0
30 0.2194 400 1.088393 0 0
30 0.2194 400 1.074379 0 0
%n density lambda lse TP FP 
30 0.3138 400 1.094471 0 0
30 0.3138 400 1.103237 0 0
30 0.3138 400 1.081512 0 0
30 0.3138 400 1.071882 0 0
30 0.3138 400 1.086495 0 0
30 0.3146 400 1.109019 0 0
30 0.3146 400 1.073775 0 0
30 0.3146 400 1.081010 0 0
30 0.3146 400 1.081696 0 0
30 0.3146 400 1.107017 0 0
30 0.3138 400 1.104741 0 0
30 0.3138 400 1.092677 0 0
30 0.3138 400 1.093905 0 0
30 0.3138 400 1.068963 0 0
30 0.3138 400 1.067092 0 0
30 0.3128 400 1.085227 0 0
30 0.3128 400 1.087308 0 0
30 0.3128 400 1.072883 0 0
30 0.3128 400 1.107267 0 0
30 0.3128 400 1.055057 0 0
30 0.3138 400 1.104110 0 0
30 0.3138 400 1.089187 0 0
30 0.3138 400 1.090088 0 0
30 0.3138 400 1.059725 0 0
30 0.3138 400 1.062667 0 0
%n density lambda lse TP FP 
50 0.0614 400 1.025176 0 0
50 0.0614 400 1.006067 0 0
50 0.0614 400 1.040448 0 0
50 0.0614 400 1.047231 0 0
50 0.0614 400 1.042053 0 0
50 0.0612 400 1.028732 0 0
50 0.0612 400 1.002181 0 0
50 0.0612 400 0.9871877 0 0
50 0.0612 400 1.022656 0 0
50 0.0612 400 1.003068 0 0
50 0.0616 400 1.020182 0 0
50 0.0616 400 1.041915 0 0
50 0.0616 400 1.007233 0 0
50 0.0616 400 1.002224 0 0
50 0.0616 400 1.017674 0 0
50 0.0614 400 0.9935005 0 0
50 0.0614 400 1.012503 0 0
50 0.0614 400 1.046962 0 0
50 0.0614 400 1.006698 0 0
50 0.0614 400 1.013701 0 0
50 0.0618 400 0.9825621 0 0
50 0.0618 400 1.01177 0 0
50 0.0618 400 1.012128 0 0
50 0.0618 400 1.019751 0 0
50 0.0618 400 1.031806 0 0
%n density lambda lse TP FP 
50 0.2188 400 1.029043 0 0
50 0.2188 400 1.052546 0 0
50 0.2188 400 1.085864 0 0
50 0.2188 400 1.079719 0 0
50 0.2188 400 1.044294 0 0
50 0.2196 400 1.071511 0 0
50 0.2196 400 1.053390 0 0
50 0.2196 400 1.060622 0 0
50 0.2196 400 1.052641 0 0
50 0.2196 400 1.042517 0 0
50 0.219 400 1.062022 0 0
50 0.219 400 1.070876 0 0
50 0.219 400 1.056875 0 0
50 0.219 400 1.070901 0 0
50 0.219 400 1.035634 0 0
50 0.2182 400 1.063309 0 0
50 0.2182 400 1.061645 0 0
50 0.2182 400 1.041582 0 0
50 0.2182 400 1.05663 0 0
50 0.2182 400 1.038343 0 0
50 0.2194 400 1.075857 0 0
50 0.2194 400 1.058024 0 0
50 0.2194 400 1.052432 0 0
50 0.2194 400 1.066820 0 0
50 0.2194 400 1.070526 0 0
%n density lambda lse TP FP 
50 0.3138 400 1.081809 0 0
50 0.3138 400 1.082092 0 0
50 0.3138 400 1.092455 0 0
50 0.3138 400 1.056601 0 0
50 0.3138 400 1.091091 0 0
50 0.3146 400 1.093475 0 0
50 0.3146 400 1.088491 0 0
50 0.3146 400 1.072393 0 0
50 0.3146 400 1.076544 0 0
50 0.3146 400 1.078995 0 0
50 0.3138 400 1.030607 0 0
50 0.3138 400 1.066988 0 0
50 0.3138 400 1.083253 0 0
50 0.3138 400 1.086779 0 0
50 0.3138 400 1.078376 0 0
50 0.3128 400 1.068933 0 0
50 0.3128 400 1.074866 0 0
50 0.3128 400 1.079178 0 0
50 0.3128 400 1.047809 0 0
50 0.3128 400 1.085675 0 0
50 0.3138 400 1.082235 0 0
50 0.3138 400 1.072995 0 0
50 0.3138 400 1.089780 0 0
50 0.3138 400 1.060661 0 0
50 0.3138 400 1.073211 0 0
%n density lambda lse TP FP 
500 0.0614 400 1.006931 0 0
500 0.0614 400 1.002013 0 0
500 0.0614 400 1.003491 0 0
500 0.0614 400 1.044216 0 0
500 0.0614 400 1.029136 0 0
500 0.0612 400 1.025552 0 0
500 0.0612 400 1.022206 0 0
500 0.0612 400 1.013217 0 0
500 0.0612 400 1.030104 0 0
500 0.0612 400 1.014098 0 0
500 0.0616 400 1.027670 0 0
500 0.0616 400 1.044529 0 0
500 0.0616 400 1.027318 0 0
500 0.0616 400 1.014151 0 0
500 0.0616 400 0.9988344 0 0
500 0.0614 400 1.020964 0 0
500 0.0614 400 1.022776 0 0
500 0.0614 400 0.998104 0 0
500 0.0614 400 1.036590 0 0
500 0.0614 400 1.005974 0 0
500 0.0618 400 1.034704 0 0
500 0.0618 400 1.001749 0 0
500 0.0618 400 1.039091 0 0
500 0.0618 400 1.002832 0 0
500 0.0618 400 1.022998 0 0
%n density lambda lse TP FP 
500 0.2188 400 1.050830 0 0
500 0.2188 400 1.068820 0 0
500 0.2188 400 1.060874 0 0
500 0.2188 400 1.060090 0 0
500 0.2188 400 1.050187 0 0
500 0.2196 400 1.062386 0 0
500 0.2196 400 1.061930 0 0
500 0.2196 400 1.045667 0 0
500 0.2196 400 1.052642 0 0
500 0.2196 400 1.080349 0 0
500 0.219 400 1.045800 0 0
500 0.219 400 1.063373 0 0
500 0.219 400 1.050459 0 0
500 0.219 400 1.032431 0 0
500 0.219 400 1.030518 0 0
500 0.2182 400 1.043952 0 0
500 0.2182 400 1.076093 0 0
500 0.2182 400 1.049193 0 0
500 0.2182 400 1.066716 0 0
500 0.2182 400 1.037001 0 0
500 0.2194 400 1.072204 0 0
500 0.2194 400 1.071823 0 0
500 0.2194 400 1.060675 0 0
500 0.2194 400 1.062800 0 0
500 0.2194 400 1.057376 0 0
%n density lambda lse TP FP 
500 0.3138 400 1.082232 0 0
500 0.3138 400 1.094609 0 0
500 0.3138 400 1.095460 0 0
500 0.3138 400 1.069261 0 0
500 0.3138 400 1.067497 0 0
500 0.3146 400 1.089156 0 0
500 0.3146 400 1.086310 0 0
500 0.3146 400 1.086020 0 0
500 0.3146 400 1.101257 0 0
500 0.3146 400 1.074987 0 0
500 0.3138 400 1.095992 0 0
500 0.3138 400 1.042052 0 0
500 0.3138 400 1.081621 0 0
500 0.3138 400 1.093108 0 0
500 0.3138 400 1.098837 0 0
500 0.3128 400 1.093088 0 0
500 0.3128 400 1.038767 0 0
500 0.3128 400 1.067612 0 0
500 0.3128 400 1.08271 0 0
500 0.3128 400 1.077330 0 0
500 0.3138 400 1.095354 0 0
500 0.3138 400 1.102529 0 0
500 0.3138 400 1.052611 0 0
500 0.3138 400 1.084082 0 0
500 0.3138 400 1.088516 0 0
%n density lambda lse TP FP 
1000 0.0614 400 0.9928392 0 0
1000 0.0614 400 1.004561 0 0
1000 0.0614 400 1.003143 0 0
1000 0.0614 400 1.033707 0 0
1000 0.0614 400 0.9949406 0 0
1000 0.0612 400 1.014907 0 0
1000 0.0612 400 1.000407 0 0
1000 0.0612 400 1.034894 0 0
1000 0.0612 400 1.000910 0 0
1000 0.0612 400 1.010140 0 0
1000 0.0616 400 1.014570 0 0
1000 0.0616 400 1.007382 0 0
1000 0.0616 400 1.021003 0 0
1000 0.0616 400 1.014079 0 0
1000 0.0616 400 1.010552 0 0
1000 0.0614 400 1.015990 0 0
1000 0.0614 400 0.9914324 0 0
1000 0.0614 400 0.995492 0 0
1000 0.0614 400 1.044851 0 0
1000 0.0614 400 1.021915 0 0
1000 0.0618 400 1.008096 0 0
1000 0.0618 400 1.009693 0 0
1000 0.0618 400 1.018296 0 0
1000 0.0618 400 1.008742 0 0
1000 0.0618 400 1.040275 0 0
%n density lambda lse TP FP 
1000 0.2188 400 1.058843 0 0
1000 0.2188 400 1.072710 0 0
1000 0.2188 400 1.037580 0 0
1000 0.2188 400 1.046933 0 0
1000 0.2188 400 1.036524 0 0
1000 0.2196 400 1.046836 0 0
1000 0.2196 400 1.066811 0 0
1000 0.2196 400 1.053668 0 0
1000 0.2196 400 1.051537 0 0
1000 0.2196 400 1.052883 0 0
1000 0.219 400 1.045575 0 0
1000 0.219 400 1.055815 0 0
1000 0.219 400 1.056997 0 0
1000 0.219 400 1.053709 0 0
1000 0.219 400 1.046646 0 0
1000 0.2182 400 1.049787 0 0
1000 0.2182 400 1.068573 0 0
1000 0.2182 400 1.050739 0 0
1000 0.2182 400 1.059810 0 0
1000 0.2182 400 1.069292 0 0
1000 0.2194 400 1.041415 0 0
1000 0.2194 400 1.070061 0 0
1000 0.2194 400 1.07943 0 0
1000 0.2194 400 1.082392 0 0
1000 0.2194 400 1.065197 0 0
%n density lambda lse TP FP 
1000 0.3138 400 1.064809 0 0
1000 0.3138 400 1.068222 0 0
1000 0.3138 400 1.097276 0 0
1000 0.3138 400 1.082096 0 0
1000 0.3138 400 1.098331 0 0
1000 0.3146 400 1.094155 0 0
1000 0.3146 400 1.086921 0 0
1000 0.3146 400 1.076668 0 0
1000 0.3146 400 1.062666 0 0
1000 0.3146 400 1.065861 0 0
1000 0.3138 400 1.075240 0 0
1000 0.3138 400 1.058036 0 0
1000 0.3138 400 1.083232 0 0
1000 0.3138 400 1.094554 0 0
1000 0.3138 400 1.072394 0 0
1000 0.3128 400 1.078450 0 0
1000 0.3128 400 1.100611 0 0
1000 0.3128 400 1.094252 0 0
1000 0.3128 400 1.070126 0 0
1000 0.3128 400 1.068592 0 0
1000 0.3138 400 1.071112 0 0
1000 0.3138 400 1.058006 0 0
1000 0.3138 400 1.076970 0 0
1000 0.3138 400 1.084913 0 0
1000 0.3138 400 1.079327 0 0
%n density lambda lse TP FP 
30 0.0614 500 1.041503 0 0
30 0.0614 500 1.029760 0 0
30 0.0614 500 1.038080 0 0
30 0.0614 500 1.040342 0 0
30 0.0614 500 1.007482 0 0
30 0.0612 500 1.023199 0 0
30 0.0612 500 1.033205 0 0
30 0.0612 500 0.988283 0 0
30 0.0612 500 1.018066 0 0
30 0.0612 500 0.9983978 0 0
30 0.0616 500 1.018219 0 0
30 0.0616 500 1.005771 0 0
30 0.0616 500 0.9849968 0 0
30 0.0616 500 1.019211 0 0
30 0.0616 500 0.9976277 0 0
30 0.0614 500 1.050420 0 0
30 0.0614 500 1.002858 0 0
30 0.0614 500 1.037888 0 0
30 0.0614 500 1.021860 0 0
30 0.0614 500 0.9989525 0 0
30 0.0618 500 1.039573 0 0
30 0.0618 500 1.010163 0 0
30 0.0618 500 1.047105 0 0
30 0.0618 500 1.015579 0 0
30 0.0618 500 1.013596 0 0
%n density lambda lse TP FP 
30 0.2188 500 1.024072 0 0
30 0.2188 500 1.043514 0 0
30 0.2188 500 1.060684 0 0
30 0.2188 500 1.041082 0 0
30 0.2188 500 1.052592 0 0
30 0.2196 500 1.057472 0 0
30 0.2196 500 1.092778 0 0
30 0.2196 500 1.055727 0 0
30 0.2196 500 1.071979 0 0
30 0.2196 500 1.064219 0 0
30 0.219 500 1.073681 0 0
30 0.219 500 1.026180 0 0
30 0.219 500 1.050651 0 0
30 0.219 500 1.077130 0 0
30 0.219 500 1.052002 0 0
30 0.2182 500 1.080513 0 0
30 0.2182 500 1.055517 0 0
30 0.2182 500 1.055643 0 0
30 0.2182 500 1.059484 0 0
30 0.2182 500 1.058241 0 0
30 0.2194 500 1.074746 0 0
30 0.2194 500 1.055695 0 0
30 0.2194 500 1.074651 0 0
30 0.2194 500 1.059864 0 0
30 0.2194 500 1.081613 0 0
%n density lambda lse TP FP 
30 0.3138 500 1.090995 0 0
30 0.3138 500 1.077536 0 0
30 0.3138 500 1.068468 0 0
30 0.3138 500 1.099161 0 0
30 0.3138 500 1.057019 0 0
30 0.3146 500 1.106091 0 0
30 0.3146 500 1.081921 0 0
30 0.3146 500 1.079798 0 0
30 0.3146 500 1.119872 0 0
30 0.3146 500 1.085754 0 0
30 0.3138 500 1.085913 0 0
30 0.3138 500 1.058671 0 0
30 0.3138 500 1.066147 0 0
30 0.3138 500 1.084625 0 0
30 0.3138 500 1.104759 0 0
30 0.3128 500 1.087335 0 0
30 0.3128 500 1.100233 0 0
30 0.3128 500 1.086207 0 0
30 0.3128 500 1.090895 0 0
30 0.3128 500 1.065287 0 0
30 0.3138 500 1.064028 0 0
30 0.3138 500 1.064584 0 0
30 0.3138 500 1.060647 0 0
30 0.3138 500 1.097144 0 0
30 0.3138 500 1.090768 0 0
%n density lambda lse TP FP 
50 0.0614 500 1.016608 0 0
50 0.0614 500 1.054527 0 0
50 0.0614 500 1.015054 0 0
50 0.0614 500 1.005763 0 0
50 0.0614 500 1.059120 0 0
50 0.0612 500 1.009923 0 0
50 0.0612 500 1.050094 0 0
50 0.0612 500 1.030588 0 0
50 0.0612 500 1.022718 0 0
50 0.0612 500 0.9992089 0 0
50 0.0616 500 1.011271 0 0
50 0.0616 500 1.020972 0 0
50 0.0616 500 1.039123 0 0
50 0.0616 500 1.012432 0 0
50 0.0616 500 1.01905 0 0
50 0.0614 500 1.014297 0 0
50 0.0614 500 1.027412 0 0
50 0.0614 500 1.012984 0 0
50 0.0614 500 1.027904 0 0
50 0.0614 500 1.035359 0 0
50 0.0618 500 1.019250 0 0
50 0.0618 500 1.010766 0 0
50 0.0618 500 1.037730 0 0
50 0.0618 500 1.021311 0 0
50 0.0618 500 1.051957 0 0
%n density lambda lse TP FP 
50 0.2188 500 1.053665 0 0
50 0.2188 500 1.084488 0 0
50 0.2188 500 1.041428 0 0
50 0.2188 500 1.070131 0 0
50 0.2188 500 1.047401 0 0
50 0.2196 500 1.057333 0 0
50 0.2196 500 1.053862 0 0
50 0.2196 500 1.050551 0 0
50 0.2196 500 1.035862 0 0
50 0.2196 500 1.074249 0 0
50 0.219 500 1.037348 0 0
50 0.219 500 1.021120 0 0
50 0.219 500 1.089537 0 0
50 0.219 500 1.048631 0 0
50 0.219 500 1.053820 0 0
50 0.2182 500 1.059256 0 0
50 0.2182 500 1.034317 0 0
50 0.2182 500 1.077919 0 0
50 0.2182 500 1.054866 0 0
50 0.2182 500 1.027244 0 0
50 0.2194 500 1.06011 0 0
50 0.2194 500 1.056066 0 0
50 0.2194 500 1.074997 0 0
50 0.2194 500 1.066236 0 0
50 0.2194 500 1.058454 0 0
%n density lambda lse TP FP 
50 0.3138 500 1.101449 0 0
50 0.3138 500 1.088463 0 0
50 0.3138 500 1.086141 0 0
50 0.3138 500 1.067432 0 0
50 0.3138 500 1.093090 0 0
50 0.3146 500 1.081940 0 0
50 0.3146 500 1.073013 0 0
50 0.3146 500 1.074975 0 0
50 0.3146 500 1.088952 0 0
50 0.3146 500 1.097875 0 0
50 0.3138 500 1.085036 0 0
50 0.3138 500 1.107207 0 0
50 0.3138 500 1.086256 0 0
50 0.3138 500 1.068503 0 0
50 0.3138 500 1.091832 0 0
50 0.3128 500 1.066962 0 0
50 0.3128 500 1.067635 0 0
50 0.3128 500 1.087983 0 0
50 0.3128 500 1.033594 0 0
50 0.3128 500 1.096302 0 0
50 0.3138 500 1.092527 0 0
50 0.3138 500 1.053668 0 0
50 0.3138 500 1.062712 0 0
50 0.3138 500 1.098173 0 0
50 0.3138 500 1.075133 0 0
%n density lambda lse TP FP 
500 0.0614 500 1.012981 0 0
500 0.0614 500 1.008044 0 0
500 0.0614 500 1.004071 0 0
500 0.0614 500 1.010007 0 0
500 0.0614 500 1.036620 0 0
500 0.0612 500 1.010956 0 0
500 0.0612 500 1.029499 0 0
500 0.0612 500 1.042738 0 0
500 0.0612 500 1.008023 0 0
500 0.0612 500 1.061646 0 0
500 0.0616 500 1.002768 0 0
500 0.0616 500 1.036598 0 0
500 0.0616 500 0.9980433 0 0
500 0.0616 500 1.024579 0 0
500 0.0616 500 1.022962 0 0
500 0.0614 500 1.023992 0 0
500 0.0614 500 1.007085 0 0
500 0.0614 500 1.027360 0 0
500 0.0614 500 1.026601 0 0
500 0.0614 500 0.9990049 0 0
500 0.0618 500 1.008063 0 0
500 0.0618 500 1.008832 0 0
500 0.0618 500 1.033711 0 0
500 0.0618 500 1.023259 0 0
500 0.0618 500 0.9982165 0 0
%n density lambda lse TP FP 
500 0.2188 500 1.046381 0 0
500 0.2188 500 1.042699 0 0
500 0.2188 500 1.093885 0 0
500 0.2188 500 1.071207 0 0
500 0.2188 500 1.089498 0 0
500 0.2196 500 1.076602 0 0
500 0.2196 500 1.065883 0 0
500 0.2196 500 1.091795 0 0
500 0.2196 500 1.085588 0 0
500 0.2196 500 1.059607 0 0
500 0.219 500 1.070369 0 0
500 0.219 500 1.041901 0 0
500 0.219 500 1.059822 0 0
500 0.219 500 1.055641 0 0
500 0.219 500 1.060087 0 0
500 0.2182 500 1.065233 0 0
500 0.2182 500 1.057024 0 0
500 0.2182 500 1.049119 0 0
500 0.2182 500 1.061973 0 0
500 0.2182 500 1.051832 0 0
500 0.2194 500 1.075612 0 0
500 0.2194 500 1.06543 0 0
500 0.2194 500 1.062898 0 0
500 0.2194 500 1.064332 0 0
500 0.2194 500 1.104345 0 0
%n density lambda lse TP FP 
500 0.3138 500 1.083956 0 0
500 0.3138 500 1.083808 0 0
500 0.3138 500 1.090688 0 0
500 0.3138 500 1.090599 0 0
500 0.3138 500 1.079074 0 0
500 0.3146 500 1.096453 0 0
500 0.3146 500 1.075056 0 0
500 0.3146 500 1.109768 0 0
500 0.3146 500 1.069680 0 0
500 0.3146 500 1.088194 0 0
500 0.3138 500 1.099645 0 0
500 0.3138 500 1.080112 0 0
500 0.3138 500 1.100682 0 0
500 0.3138 500 1.054733 0 0
500 0.3138 500 1.095633 0 0
500 0.3128 500 1.068214 0 0
500 0.3128 500 1.087048 0 0
500 0.3128 500 1.070550 0 0
500 0.3128 500 1.07457 0 0
500 0.3128 500 1.090033 0 0
500 0.3138 500 1.081109 0 0
500 0.3138 500 1.067515 0 0
500 0.3138 500 1.082643 0 0
500 0.3138 500 1.072880 0 0
500 0.3138 500 1.082256 0 0
%n density lambda lse TP FP 
1000 0.0614 500 0.9966639 0 0
1000 0.0614 500 1.005094 0 0
1000 0.0614 500 1.007617 0 0
1000 0.0614 500 1.012525 0 0
1000 0.0614 500 1.032693 0 0
1000 0.0612 500 1.012575 0 0
1000 0.0612 500 1.028379 0 0
1000 0.0612 500 1.024138 0 0
1000 0.0612 500 1.013517 0 0
1000 0.0612 500 1.036372 0 0
1000 0.0616 500 1.029886 0 0
1000 0.0616 500 1.029304 0 0
1000 0.0616 500 1.033058 0 0
1000 0.0616 500 0.9999891 0 0
1000 0.0616 500 1.002743 0 0
1000 0.0614 500 1.019766 0 0
1000 0.0614 500 0.9830188 0 0
1000 0.0614 500 0.994481 0 0
1000 0.0614 500 1.003096 0 0
1000 0.0614 500 1.021439 0 0
1000 0.0618 500 1.034994 0 0
1000 0.0618 500 1.015264 0 0
1000 0.0618 500 1.027071 0 0
1000 0.0618 500 1.010333 0 0
1000 0.0618 500 1.032918 0 0
%n density lambda lse TP FP 
1000 0.2188 500 1.070746 0 0
1000 0.2188 500 1.047087 0 0
1000 0.2188 500 1.032865 0 0
1000 0.2188 500 1.106116 0 0
1000 0.2188 500 1.048949 0 0
1000 0.2196 500 1.068892 0 0
1000 0.2196 500 1.068152 0 0
1000 0.2196 500 1.088883 0 0
1000 0.2196 500 1.061681 0 0
1000 0.2196 500 1.058794 0 0
1000 0.219 500 1.063331 0 0
1000 0.219 500 1.062137 0 0
1000 0.219 500 1.058152 0 0
1000 0.219 500 1.062687 0 0
1000 0.219 500 1.043394 0 0
1000 0.2182 500 1.102875 0 0
1000 0.2182 500 1.049061 0 0
1000 0.2182 500 1.049867 0 0
1000 0.2182 500 1.060357 0 0
1000 0.2182 500 1.040106 0 0
1000 0.2194 500 1.054724 0 0
1000 0.2194 500 1.084194 0 0
1000 0.2194 500 1.060488 0 0
1000 0.2194 500 1.059612 0 0
1000 0.2194 500 1.076673 0 0
%n density lambda lse TP FP 
1000 0.3138 500 1.106778 0 0
1000 0.3138 500 1.083227 0 0
1000 0.3138 500 1.119447 0 0
1000 0.3138 500 1.097816 0 0
1000 0.3138 500 1.073519 0 0
1000 0.3146 500 1.099186 0 0
1000 0.3146 500 1.086353 0 0
1000 0.3146 500 1.091596 0 0
1000 0.3146 500 1.073801 0 0
1000 0.3146 500 1.078010 0 0
1000 0.3138 500 1.072554 0 0
1000 0.3138 500 1.080350 0 0
1000 0.3138 500 1.061326 0 0
1000 0.3138 500 1.080161 0 0
1000 0.3138 500 1.060743 0 0
1000 0.3128 500 1.084489 0 0
1000 0.3128 500 1.067115 0 0
1000 0.3128 500 1.08702 0 0
1000 0.3128 500 1.055812 0 0
1000 0.3128 500 1.083069 0 0
1000 0.3138 500 1.128090 0 0
1000 0.3138 500 1.074341 0 0
1000 0.3138 500 1.090988 0 0
1000 0.3138 500 1.084683 0 0
1000 0.3138 500 1.101212 0 0
%n density lambda lse TP FP 
30 0.0614 1000 1.001967 0 0
30 0.0614 1000 1.021237 0 0
30 0.0614 1000 0.9940306 0 0
30 0.0614 1000 1.001455 0 0
30 0.0614 1000 1.026782 0 0
30 0.0612 1000 1.053044 0 0
30 0.0612 1000 1.007425 0 0
30 0.0612 1000 1.031762 0 0
30 0.0612 1000 1.013830 0 0
30 0.0612 1000 1.034029 0 0
30 0.0616 1000 1.030537 0 0
30 0.0616 1000 1.038767 0 0
30 0.0616 1000 1.003679 0 0
30 0.0616 1000 1.026101 0 0
30 0.0616 1000 1.035916 0 0
30 0.0614 1000 1.036775 0 0
30 0.0614 1000 1.006267 0 0
30 0.0614 1000 1.023053 0 0
30 0.0614 1000 1.029530 0 0
30 0.0614 1000 1.017056 0 0
30 0.0618 1000 1.012307 0 0
30 0.0618 1000 1.025025 0 0
30 0.0618 1000 1.043514 0 0
30 0.0618 1000 1.021103 0 0
30 0.0618 1000 1.008186 0 0
%n density lambda lse TP FP 
30 0.2188 1000 1.051999 0 0
30 0.2188 1000 1.058301 0 0
30 0.2188 1000 1.043448 0 0
30 0.2188 1000 1.076585 0 0
30 0.2188 1000 1.052114 0 0
30 0.2196 1000 1.089406 0 0
30 0.2196 1000 1.071998 0 0
30 0.2196 1000 1.046549 0 0
30 0.2196 1000 1.085988 0 0
30 0.2196 1000 1.078585 0 0
30 0.219 1000 1.076731 0 0
30 0.219 1000 1.068727 0 0
30 0.219 1000 1.051471 0 0
30 0.219 1000 1.065966 0 0
30 0.219 1000 1.045806 0 0
30 0.2182 1000 1.030593 0 0
30 0.2182 1000 1.056757 0 0
30 0.2182 1000 1.050853 0 0
30 0.2182 1000 1.070970 0 0
30 0.2182 1000 1.081747 0 0
30 0.2194 1000 1.071046 0 0
30 0.2194 1000 1.067181 0 0
30 0.2194 1000 1.084008 0 0
30 0.2194 1000 1.073249 0 0
30 0.2194 1000 1.074489 0 0
%n density lambda lse TP FP 
30 0.3138 1000 1.070423 0 0
30 0.3138 1000 1.089238 0 0
30 0.3138 1000 1.071640 0 0
30 0.3138 1000 1.072913 0 0
30 0.3138 1000 1.088888 0 0
30 0.3146 1000 1.089371 0 0
30 0.3146 1000 1.102512 0 0
30 0.3146 1000 1.091690 0 0
30 0.3146 1000 1.088150 0 0
30 0.3146 1000 1.100004 0 0
30 0.3138 1000 1.103468 0 0
30 0.3138 1000 1.094873 0 0
30 0.3138 1000 1.107156 0 0
30 0.3138 1000 1.057404 0 0
30 0.3138 1000 1.083607 0 0
30 0.3128 1000 1.083381 0 0
30 0.3128 1000 1.076861 0 0
30 0.3128 1000 1.077359 0 0
30 0.3128 1000 1.054652 0 0
30 0.3128 1000 1.070148 0 0
30 0.3138 1000 1.076896 0 0
30 0.3138 1000 1.084588 0 0
30 0.3138 1000 1.086228 0 0
30 0.3138 1000 1.082065 0 0
30 0.3138 1000 1.068473 0 0
%n density lambda lse TP FP 
