n density b b_old_avg lambda glcalls_avg lse TP FP 
%n density b b_old lambda lse TP FP 
50 0.3138 1000 44.38639 1007.508 5 1.102507 0 0
50 0.3138 1000 44.67193 1007.51 5 1.083798 0 0
50 0.3138 1000 44.3148 1007.509 5 1.087255 0 0
50 0.3128 1000 44.34337 1007.509 5 1.086234 0 0
50 0.3128 1000 44.44691 1007.507 5 1.086672 0 0
50 0.3128 1000 44.66051 1007.508 5 1.127864 0 0
50 0.3128 1000 44.65375 1007.510 5 1.057901 0 0
50 0.3128 1000 44.38645 1007.51 5 1.070408 0 0
50 0.3138 1000 44.53942 1007.509 5 1.092531 0 0
50 0.3138 1000 44.22604 1007.507 5 1.052842 0 0
50 0.3138 1000 44.50717 1007.509 5 1.073321 0 0
50 0.3138 1000 44.35848 1007.508 5 1.066125 0 0
50 0.3138 1000 44.6216 1007.511 5 1.109335 0 0
%n density b b_old lambda lse TP FP 
50 0.3138 10000 44.17712 9841.1 1 1.120735 0.2067149 0.1600117
50 0.3138 10000 44.56423 9835.556 1 1.136793 0.1968400 0.1716701
50 0.3138 10000 44.70721 9839.275 1 1.109662 0.2132982 0.1603031
50 0.3138 10000 44.62227 9829.825 1 1.169502 0.2304147 0.1807053
50 0.3138 10000 44.47105 9835.1 1 1.127112 0.20079 0.1734188
50 0.3146 10000 44.3207 9836.25 1 1.146553 0.219304 0.1695360
50 0.3146 10000 44.71195 9834.462 1 1.141647 0.2074852 0.1797491
50 0.3146 10000 44.68492 9837.415 1 1.114082 0.1910703 0.1540706
50 0.3146 10000 44.66710 9834.498 1 1.169487 0.2094550 0.1628246
50 0.3146 10000 44.57787 9837.421 1 1.102334 0.1982928 0.1578640
50 0.3138 10000 44.50453 9840.223 1 1.128551 0.1928901 0.1519965
50 0.3138 10000 44.8674 9834.663 1 1.110674 0.1764319 0.1681725
50 0.3138 10000 44.37075 9841.53 1 1.169402 0.1981567 0.1678811
50 0.3138 10000 44.23623 9831.684 1 1.137213 0.2172482 0.1877004
50 0.3138 10000 44.52061 9838.079 1 1.093229 0.1935484 0.1614690
50 0.3128 10000 44.46924 9834.662 1 1.132434 0.2034346 0.1760768
50 0.3128 10000 44.47438 9833.92 1 1.153912 0.2232497 0.1600698
50 0.3128 10000 44.67827 9841.756 1 1.107678 0.1902246 0.1664726
50 0.3128 10000 44.50006 9835.817 1 1.123497 0.1895641 0.1725844
50 0.3128 10000 44.53605 9839.319 1 1.123041 0.1948481 0.1615250
50 0.3138 10000 44.53469 9835.868 1 1.131554 0.2132982 0.1611775
50 0.3138 10000 44.21790 9834.415 1 1.130512 0.20079 0.1675896
50 0.3138 10000 44.69169 9839.016 1 1.143252 0.2073733 0.1716701
50 0.3138 10000 44.34076 9834.9 1 1.121339 0.1849901 0.1632177
50 0.3138 10000 44.40474 9835.966 1 1.131479 0.1961817 0.1617604
%n density b b_old lambda lse TP FP 
100 0.0614 1 10.38498 83.36326 7 1.021375 0 0
100 0.0614 1 13.51683 83.45695 6 1.00667 0 0
100 0.0614 1 11.77705 83.43433 7 1.041782 0 0
100 0.0614 1 10.41528 83.39016 7 0.9999373 0 0
100 0.0614 1 11.80238 83.45929 7 1.014206 0 0
100 0.0612 1 10.32757 83.48553 6 1.029108 0 0
100 0.0612 1 11.51649 83.30676 9 1.046901 0 0
100 0.0612 1 11.96620 83.52054 7 1.010238 0 0
100 0.0612 1 12.25752 83.46224 6 1.033701 0 0
100 0.0612 1 12.20685 83.53797 7 1.027720 0 0
100 0.0616 1 9.943642 83.44343 7 1.018199 0 0
100 0.0616 1 11.64875 83.41003 7 1.009896 0 0
100 0.0616 1 11.56632 83.51012 7 1.036549 0 0
100 0.0616 1 9.94879 83.60104 6 1.002821 0 0
100 0.0616 1 11.49599 83.48758 7 1.030607 0 0
100 0.0614 1 12.91594 83.48663 7 1.014413 0 0
100 0.0614 1 10.24450 83.59027 7 1.051033 0 0
100 0.0614 1 10.88508 83.35167 7 1.027262 0 0
100 0.0614 1 10.39258 83.4528 9 1.011432 0 0
100 0.0614 1 10.94432 83.4172 7 1.043966 0 0
100 0.0618 1 12.27102 83.34012 7 1.021256 0 0
100 0.0618 1 11.84789 83.60584 7 1.006039 0 0
100 0.0618 1 10.29957 83.63207 7 0.9852969 0 0
100 0.0618 1 11.22656 83.66988 6 0.9936167 0 0
100 0.0618 1 10.6107 83.51707 7 1.020319 0 0
%n density b b_old lambda lse TP FP 
100 0.0614 10 11.59739 87.75866 9 1.002940 0 0
100 0.0614 10 10.43343 87.58577 7 1.020990 0 0
100 0.0614 10 10.64011 87.79693 10 1.012628 0 0
100 0.0614 10 13.75930 87.86667 7 1.037726 0 0
100 0.0614 10 11.46306 87.74307 9 1.014873 0 0
100 0.0612 10 12.05165 87.80624 6 0.9960044 0 0
100 0.0612 10 11.19175 87.89873 7 1.039716 0 0
100 0.0612 10 11.80954 87.8376 7 0.9995625 0 0
100 0.0612 10 12.30005 87.88363 7 0.9996253 0 0
100 0.0612 10 10.34284 87.7536 7 1.014200 0 0
100 0.0616 10 13.29378 87.73651 7 1.024902 0 0
100 0.0616 10 13.12827 87.90544 7 1.021634 0 0
100 0.0616 10 12.71521 87.82091 7 1.009122 0 0
100 0.0616 10 11.57126 87.6465 7 1.028174 0 0
100 0.0616 10 10.38934 87.9131 7 1.004551 0 0
100 0.0614 10 10.27120 87.77719 7 1.000357 0 0
100 0.0614 10 10.28560 87.71251 7 1.031427 0 0
100 0.0614 10 13.24309 87.8244 7 1.049951 0 0
100 0.0614 10 11.91738 87.72708 7 1.012442 0 0
100 0.0614 10 11.13634 87.7513 7 1.042418 0 0
100 0.0618 10 10.86567 87.80552 7 1.007250 0 0
100 0.0618 10 11.48510 87.91747 7 1.011873 0 0
100 0.0618 10 11.72215 87.91746 6 1.019455 0 0
100 0.0618 10 9.69079 87.8237 10 1.029143 0 0
100 0.0618 10 11.54313 87.82353 7 1.021781 0 0
%n density b b_old lambda lse TP FP 
100 0.0614 100 12.23160 143.6818 6 1.027024 0 0
100 0.0614 100 11.63501 143.8006 7 1.034681 0 0
100 0.0614 100 11.69471 143.757 7 1.033994 0 0
100 0.0614 100 9.934221 143.8332 6 1.008448 0 0
100 0.0614 100 11.21767 143.7972 6 1.011331 0 0
100 0.0612 100 11.65793 143.7455 7 1.017287 0 0
100 0.0612 100 12.52000 143.8876 6 0.9986625 0 0
100 0.0612 100 10.24181 143.8141 6 1.023264 0 0
100 0.0612 100 12.02435 143.8418 7 1.026527 0 0
100 0.0612 100 12.86630 143.8078 7 1.015655 0 0
100 0.0616 100 12.48328 143.8407 6 1.030209 0 0
100 0.0616 100 11.66810 143.7375 6 1.005948 0 0
100 0.0616 100 13.19202 143.7945 7 1.014032 0 0
100 0.0616 100 10.36544 143.9041 7 1.016657 0 0
100 0.0616 100 10.30035 143.8963 6 1.000743 0 0
100 0.0614 100 12.04928 143.8537 6 1.007467 0 0
100 0.0614 100 11.30014 143.7121 7 1.007166 0 0
100 0.0614 100 11.28972 143.863 6 1.01283 0 0
100 0.0614 100 11.70760 143.9084 6 1.018409 0 0
100 0.0614 100 11.56667 143.8523 6 1.018777 0 0
100 0.0618 100 11.23580 143.8017 7 1.017269 0 0
100 0.0618 100 11.57976 143.8838 6 1.024546 0 0
100 0.0618 100 11.54863 144.0013 6 1.031629 0 0
100 0.0618 100 10.35929 143.8676 7 1.061789 0 0
100 0.0618 100 10.06805 143.8670 6 1.038430 0 0
%n density b b_old lambda lse TP FP 
100 0.0614 200 13.06574 226.1991 6 1.030597 0 0
100 0.0614 200 11.80458 226.1130 6 1.009806 0 0
100 0.0614 200 11.90373 226.1338 6 1.001803 0 0
100 0.0614 200 11.52761 226.1792 6 1.032009 0 0
100 0.0614 200 10.45905 226.1722 6 1.038047 0 0
100 0.0612 200 10.99127 226.0938 6 1.008726 0 0
100 0.0612 200 11.02561 226.0931 6 1.034394 0 0
100 0.0612 200 12.23950 226.1988 6 1.046198 0 0
100 0.0612 200 10.62078 226.2549 6 1.022332 0 0
100 0.0612 200 10.22333 226.1708 6 1.012414 0 0
100 0.0616 200 11.11693 226.1474 6 1.002753 0 0
100 0.0616 200 10.74582 226.1735 6 0.9996256 0 0
100 0.0616 200 11.23500 226.1411 6 1.048068 0 0
100 0.0616 200 13.12504 226.1082 6 1.030040 0 0
100 0.0616 200 10.67105 226.1429 6 1.033380 0 0
100 0.0614 200 11.74747 226.1745 6 1.015074 0 0
100 0.0614 200 11.62141 226.1184 6 1.019375 0 0
100 0.0614 200 10.93167 226.0221 6 1.047667 0 0
100 0.0614 200 11.17922 226.2056 6 1.026133 0 0
100 0.0614 200 11.67046 226.1779 6 1.022725 0 0
100 0.0618 200 11.92224 226.1852 6 1.015837 0 0
100 0.0618 200 10.88291 226.2128 6 1.007074 0 0
100 0.0618 200 10.74197 226.2522 6 1.050149 0 0
100 0.0618 200 10.52583 226.1824 6 1.022438 0 0
100 0.0618 200 12.03168 226.1669 6 1.038723 0 0
%n density b b_old lambda lse TP FP 
100 0.0614 1000 11.65883 1005.215 5 1.012478 0 0
100 0.0614 1000 11.44727 1005.216 5 1.021043 0 0
100 0.0614 1000 11.05697 1005.209 5 1.029106 0 0
100 0.0614 1000 10.85636 1005.213 5 1.005202 0 0
100 0.0614 1000 10.00010 1005.210 5 0.9961764 0 0
100 0.0612 1000 10.69174 1005.213 5 1.001105 0 0
100 0.0612 1000 10.21839 1005.212 5 1.019024 0 0
100 0.0612 1000 11.44716 1005.210 5 1.019693 0 0
100 0.0612 1000 11.68576 1005.215 5 1.002777 0 0
100 0.0612 1000 12.00323 1005.212 5 1.029630 0 0
100 0.0616 1000 10.83593 1005.215 5 1.023010 0 0
100 0.0616 1000 11.46256 1005.216 5 1.019414 0 0
100 0.0616 1000 10.29407 1005.218 5 1.035503 0 0
100 0.0616 1000 11.35866 1005.211 5 1.038997 0 0
100 0.0616 1000 10.83067 1005.211 5 1.016263 0 0
100 0.0614 1000 11.88382 1005.213 5 1.019431 0 0
100 0.0614 1000 11.77054 1005.212 5 1.004887 0 0
100 0.0614 1000 11.41691 1005.213 5 1.031859 0 0
100 0.0614 1000 11.68999 1005.210 5 1.036844 0 0
100 0.0614 1000 10.31544 1005.217 5 0.9841567 0 0
100 0.0618 1000 10.32602 1005.213 5 1.055852 0 0
100 0.0618 1000 11.18260 1005.210 5 1.004458 0 0
100 0.0618 1000 10.61728 1005.212 5 1.00614 0 0
100 0.0618 1000 13.72393 1005.215 5 1.029769 0 0
100 0.0618 1000 10.94552 1005.21 5 1.059763 0 0
%n density b b_old lambda lse TP FP 
100 0.0614 10000 10.70286 9771.394 1 1.057299 0.3735409 0.2955466
100 0.0614 10000 9.25078 9772.294 1 1.084688 0.4124514 0.2976774
100 0.0614 10000 12.93377 9778.795 1 1.105120 0.4396887 0.2742382
100 0.0614 10000 11.79213 9776.448 1 1.104507 0.3696498 0.2876625
100 0.0614 10000 11.16500 9781.306 1 1.091407 0.3774319 0.2887279
100 0.0612 10000 11.72780 9776.298 1 1.059290 0.3945312 0.286536
100 0.0612 10000 12.47068 9772.62 1 1.119928 0.3984375 0.2853643
100 0.0612 10000 11.94745 9772.976 1 1.113617 0.3828125 0.2902642
100 0.0612 10000 11.92189 9773.024 1 1.093909 0.3789062 0.2943119
100 0.0612 10000 11.38776 9774.626 1 1.067445 0.453125 0.2946314
100 0.0616 10000 10.51136 9777.903 1 1.087710 0.3643411 0.2855925
100 0.0616 10000 10.13009 9775.94 1 1.085946 0.4186047 0.2762148
100 0.0616 10000 11.42467 9777.431 1 1.064098 0.4031008 0.2787724
100 0.0616 10000 11.61539 9773.762 1 1.126553 0.4147287 0.2949702
100 0.0616 10000 11.23199 9776.514 1 1.090296 0.4186047 0.2917732
100 0.0614 10000 10.85885 9776.474 1 1.098821 0.3579767 0.2946942
100 0.0614 10000 12.00209 9776.792 1 1.068304 0.3813230 0.28127
100 0.0614 10000 10.62438 9778.338 1 1.099671 0.4046693 0.2814831
100 0.0614 10000 10.82649 9777.45 1 1.125568 0.3657588 0.2846793
100 0.0614 10000 11.35959 9776.067 1 1.094651 0.3463035 0.2912849
100 0.0618 10000 11.80843 9775.12 1 1.083312 0.4247104 0.2875719
100 0.0618 10000 10.63486 9772.855 1 1.092718 0.4131274 0.2903432
100 0.0618 10000 10.76347 9774.563 1 1.085708 0.4092664 0.2767001
100 0.0618 10000 10.87407 9774.285 1 1.081266 0.3976834 0.2967384
100 0.0618 10000 11.99429 9776.659 1 1.125569 0.3783784 0.2811767
%n density b b_old lambda lse TP FP 
100 0.2188 1 11.16842 83.69741 7 1.054575 0 0
100 0.2188 1 9.35008 83.84295 6 1.093208 0 0
100 0.2188 1 11.57230 83.59537 7 1.068565 0 0
100 0.2188 1 11.14589 83.5779 7 1.035149 0 0
100 0.2188 1 10.18599 83.99547 6 1.048129 0 0
100 0.2196 1 11.53081 83.86552 7 1.074479 0 0
100 0.2196 1 12.46294 83.82382 6 1.057183 0 0
100 0.2196 1 11.18012 83.68503 7 1.053170 0 0
100 0.2196 1 11.97681 83.82978 7 1.081259 0 0
100 0.2196 1 12.23879 83.60512 7 1.054202 0 0
100 0.219 1 10.62615 83.77663 6 1.061049 0 0
100 0.219 1 10.25342 83.6121 7 1.057256 0 0
100 0.219 1 12.25755 83.8489 7 1.058664 0 0
100 0.219 1 9.955723 83.68308 7 1.089189 0 0
100 0.219 1 13.03980 83.92445 6 1.057167 0 0
100 0.2182 1 13.14013 83.57236 7 1.080528 0 0
100 0.2182 1 11.55879 83.70627 6 1.053581 0 0
100 0.2182 1 10.84953 83.77704 6 1.048503 0 0
100 0.2182 1 11.93417 83.80666 7 1.073062 0 0
100 0.2182 1 11.52449 83.77192 7 1.087940 0 0
100 0.2194 1 11.29938 83.80806 6 1.059922 0 0
100 0.2194 1 10.49739 83.84948 6 1.059161 0 0
100 0.2194 1 11.58235 83.75688 7 1.055062 0 0
100 0.2194 1 11.22701 83.63841 7 1.071427 0 0
100 0.2194 1 12.75501 83.95618 6 1.1039 0 0
%n density b b_old lambda lse TP FP 
100 0.2188 10 12.48725 88.11413 7 1.065741 0 0
100 0.2188 10 11.90163 88.13533 7 1.047745 0 0
100 0.2188 10 12.46681 87.98977 7 1.067259 0 0
100 0.2188 10 10.74402 88.11279 6 1.073430 0 0
100 0.2188 10 11.67490 88.09633 7 1.064340 0 0
100 0.2196 10 10.51889 87.89666 7 1.077070 0 0
100 0.2196 10 12.48724 88.13276 7 1.064246 0 0
100 0.2196 10 10.70129 88.14954 7 1.062559 0 0
100 0.2196 10 11.74919 88.10443 7 1.066377 0 0
100 0.2196 10 11.79634 88.15633 7 1.031147 0 0
100 0.219 10 10.92922 88.10237 7 1.068494 0 0
100 0.219 10 12.30039 88.10066 6 1.057285 0 0
100 0.219 10 11.65102 88.10962 6 1.074517 0 0
100 0.219 10 10.35059 87.98491 7 1.060208 0 0
100 0.219 10 8.82702 88.03102 7 1.045956 0 0
100 0.2182 10 12.12915 88.08432 7 1.041306 0 0
100 0.2182 10 9.795824 88.19368 7 1.084665 0 0
100 0.2182 10 10.60182 88.04864 7 1.074894 0 0
100 0.2182 10 10.26102 87.95681 7 1.02785 0 0
100 0.2182 10 11.82296 88.03945 7 1.085846 0 0
100 0.2194 10 12.77239 88.1311 7 1.045446 0 0
100 0.2194 10 12.13985 88.06061 7 1.058940 0 0
100 0.2194 10 10.39930 88.14952 7 1.074352 0 0
100 0.2194 10 11.15825 88.16088 7 1.037610 0 0
100 0.2194 10 11.16104 88.08747 7 1.058964 0 0
%n density b b_old lambda lse TP FP 
100 0.2188 100 12.06138 144.0124 6 1.065524 0 0
100 0.2188 100 10.20165 144.0487 6 1.065031 0 0
100 0.2188 100 10.95253 144.0459 6 1.054581 0 0
100 0.2188 100 10.9387 143.9993 6 1.090512 0 0
100 0.2188 100 10.08544 144.0371 7 1.080592 0 0
100 0.2196 100 10.85681 144.1099 6 1.081424 0 0
100 0.2196 100 11.38089 144.0614 7 1.087417 0 0
100 0.2196 100 10.89855 144.0854 7 1.057676 0 0
100 0.2196 100 11.12890 143.9854 7 1.075098 0 0
100 0.2196 100 10.21997 144.1404 6 1.095326 0 0
100 0.219 100 10.93023 144.0459 6 1.052568 0 0
100 0.219 100 10.32896 144.0241 6 1.087478 0 0
100 0.219 100 8.71615 144.1936 6 1.055042 0 0
100 0.219 100 12.21691 144.0126 6 1.059661 0 0
100 0.219 100 11.70127 144.0546 6 1.068866 0 0
100 0.2182 100 10.44718 143.9807 6 1.094937 0 0
100 0.2182 100 10.22299 144.0336 6 1.039995 0 0
100 0.2182 100 11.98489 144.0273 6 1.068416 0 0
100 0.2182 100 10.79840 144.0475 6 1.055613 0 0
100 0.2182 100 11.47838 143.9624 7 1.090273 0 0
100 0.2194 100 11.88531 143.9707 6 1.08857 0 0
100 0.2194 100 11.35838 144.0064 7 1.096388 0 0
100 0.2194 100 10.28192 144.1507 6 1.078775 0 0
100 0.2194 100 11.28570 144.0408 7 1.032923 0 0
100 0.2194 100 11.22456 144.1629 6 1.04491 0 0
%n density b b_old lambda lse TP FP 
100 0.2188 200 11.73388 226.2669 6 1.062750 0 0
100 0.2188 200 11.30728 226.3461 6 1.057986 0 0
100 0.2188 200 11.48465 226.2549 6 1.059583 0 0
100 0.2188 200 10.71275 226.2882 6 1.053331 0 0
100 0.2188 200 12.29391 226.2439 6 1.064040 0 0
100 0.2196 200 11.45364 226.2733 6 1.07607 0 0
100 0.2196 200 10.81857 226.2860 6 1.103576 0 0
100 0.2196 200 10.86749 226.2838 6 1.053145 0 0
100 0.2196 200 11.93807 226.2057 6 1.066762 0 0
100 0.2196 200 11.76646 226.2363 6 1.045778 0 0
100 0.219 200 9.413663 226.3416 6 1.069427 0 0
100 0.219 200 10.97567 226.3027 6 1.099038 0 0
100 0.219 200 14.60864 226.2972 6 1.059908 0 0
100 0.219 200 11.70757 226.3192 6 1.081215 0 0
100 0.219 200 9.615662 226.2789 6 1.081357 0 0
100 0.2182 200 11.78087 226.2527 6 1.076022 0 0
100 0.2182 200 12.05681 226.3386 6 1.053382 0 0
100 0.2182 200 11.91535 226.2946 6 1.017913 0 0
100 0.2182 200 11.99210 226.3280 6 1.054077 0 0
100 0.2182 200 11.17402 226.327 6 1.059163 0 0
100 0.2194 200 10.70182 226.2479 6 1.058275 0 0
100 0.2194 200 11.12475 226.2577 6 1.074973 0 0
100 0.2194 200 10.49005 226.1545 6 1.064481 0 0
100 0.2194 200 11.70291 226.2445 6 1.035485 0 0
100 0.2194 200 10.51536 226.3112 6 1.062955 0 0
%n density b b_old lambda lse TP FP 
100 0.2188 1000 9.987425 1005.219 5 1.053396 0 0
100 0.2188 1000 10.84920 1005.223 5 1.062956 0 0
100 0.2188 1000 10.85738 1005.227 5 1.071761 0 0
100 0.2188 1000 12.11145 1005.227 5 1.046414 0 0
100 0.2188 1000 11.78931 1005.221 5 1.064028 0 0
100 0.2196 1000 11.09582 1005.221 5 1.070805 0 0
100 0.2196 1000 12.14173 1005.228 5 1.081376 0 0
100 0.2196 1000 10.99429 1005.221 5 1.052518 0 0
100 0.2196 1000 8.508814 1005.223 5 1.079478 0 0
100 0.2196 1000 9.418823 1005.226 5 1.061262 0 0
100 0.219 1000 11.17534 1005.223 5 1.066005 0 0
100 0.219 1000 9.695936 1005.217 5 1.069987 0 0
100 0.219 1000 12.62320 1005.220 5 1.044507 0 0
100 0.219 1000 11.49346 1005.22 5 1.023120 0 0
100 0.219 1000 11.60219 1005.223 5 1.059975 0 0
100 0.2182 1000 11.70441 1005.224 5 1.066653 0 0
100 0.2182 1000 12.81292 1005.219 5 1.081540 0 0
100 0.2182 1000 11.22963 1005.224 5 1.044096 0 0
100 0.2182 1000 11.94850 1005.229 5 1.037108 0 0
100 0.2182 1000 11.87106 1005.227 5 1.063166 0 0
100 0.2194 1000 12.28057 1005.220 5 1.048970 0 0
100 0.2194 1000 11.37084 1005.225 5 1.058860 0 0
100 0.2194 1000 10.02453 1005.222 5 1.093946 0 0
100 0.2194 1000 11.22255 1005.225 5 1.067961 0 0
100 0.2194 1000 11.04066 1005.224 5 1.065406 0 0
%n density b b_old lambda lse TP FP 
100 0.2188 10000 10.64758 9765.219 1 1.121843 0.4176245 0.2892985
100 0.2188 10000 11.22305 9766.944 1 1.108115 0.3908046 0.3013313
100 0.2188 10000 11.81257 9754.898 1 1.126682 0.3955939 0.3184844
100 0.2188 10000 11.72168 9763.34 1 1.150683 0.3850575 0.3092678
100 0.2188 10000 10.56664 9772.59 1 1.134289 0.3745211 0.2880184
100 0.2196 10000 11.57782 9763.133 1 1.147499 0.3854962 0.2903639
100 0.2196 10000 10.92023 9760.42 1 1.140528 0.4007634 0.2917734
100 0.2196 10000 11.28561 9762.787 1 1.122041 0.394084 0.2875448
100 0.2196 10000 11.26993 9764.175 1 1.106537 0.3759542 0.3017683
100 0.2196 10000 11.76542 9765.833 1 1.097503 0.375 0.2993337
100 0.219 10000 9.84586 9762.234 1 1.136229 0.384689 0.3029449
100 0.219 10000 12.11209 9768.074 1 1.080373 0.3808612 0.3003841
100 0.219 10000 11.29151 9765.737 1 1.082708 0.3655502 0.2868118
100 0.219 10000 13.50846 9768.555 1 1.112770 0.3827751 0.2883483
100 0.219 10000 10.72345 9766.526 1 1.106301 0.3933014 0.2952625
100 0.2182 10000 10.62334 9758.566 1 1.118317 0.3775216 0.2885649
100 0.2182 10000 11.73635 9770.848 1 1.083428 0.3775216 0.2934254
100 0.2182 10000 11.5443 9763.108 1 1.109698 0.3813641 0.3028908
100 0.2182 10000 9.413722 9760.227 1 1.117117 0.3976945 0.3092863
100 0.2182 10000 11.43287 9768.656 1 1.094691 0.3938521 0.2845996
100 0.2194 10000 11.23754 9760.72 1 1.082660 0.3906399 0.2938765
100 0.2194 10000 10.60822 9766.281 1 1.098473 0.3715377 0.3071996
100 0.2194 10000 10.37391 9756.797 1 1.130671 0.400191 0.3161671
100 0.2194 10000 13.01406 9766.753 1 1.072875 0.3658071 0.3032283
100 0.2194 10000 12.23168 9769.526 1 1.112859 0.3600764 0.2997694
%n density b b_old lambda lse TP FP 
100 0.3138 1 11.76862 83.87873 6 1.068400 0 0
100 0.3138 1 13.25976 83.7881 7 1.078031 0 0
100 0.3138 1 11.05179 83.84088 7 1.080109 0 0
100 0.3138 1 10.92336 83.85801 7 1.101792 0 0
100 0.3138 1 11.38554 83.83297 7 1.090516 0 0
100 0.3146 1 12.20519 83.88385 7 1.080193 0 0
100 0.3146 1 12.32585 83.86386 7 1.080070 0 0
100 0.3146 1 10.82868 84.04911 7 1.099143 0 0
100 0.3146 1 10.35047 83.97847 6 1.103431 0 0
100 0.3146 1 10.24879 83.94571 7 1.086885 0 0
100 0.3138 1 11.44107 83.76426 7 1.086334 0 0
100 0.3138 1 10.54027 83.96538 6 1.098957 0 0
100 0.3138 1 9.573044 83.92019 6 1.094571 0 0
100 0.3138 1 12.21666 83.81479 6 1.082878 0 0
100 0.3138 1 12.09557 83.95865 7 1.077866 0 0
100 0.3128 1 10.50192 83.79094 7 1.094239 0 0
100 0.3128 1 11.79867 83.87314 6 1.075292 0 0
100 0.3128 1 11.15066 83.91022 6 1.108687 0 0
100 0.3128 1 10.60845 83.83884 7 1.078293 0 0
100 0.3128 1 12.2166 83.83411 7 1.091044 0 0
100 0.3138 1 12.87033 83.74743 7 1.08833 0 0
100 0.3138 1 9.563075 83.7032 6 1.087872 0 0
100 0.3138 1 12.1796 83.68862 6 1.101767 0 0
100 0.3138 1 11.15150 83.89416 6 1.074095 0 0
100 0.3138 1 10.42102 83.89728 7 1.113612 0 0
%n density b b_old lambda lse TP FP 
100 0.3138 10 11.14943 88.14273 7 1.097513 0 0
100 0.3138 10 9.314957 88.25431 6 1.094620 0 0
100 0.3138 10 11.67056 88.22644 6 1.064528 0 0
100 0.3138 10 11.90654 88.18878 7 1.110726 0 0
100 0.3138 10 11.12779 88.26306 6 1.051784 0 0
100 0.3146 10 11.00788 88.1676 7 1.084942 0 0
100 0.3146 10 10.62781 88.1859 7 1.106181 0 0
100 0.3146 10 12.62043 88.10324 7 1.103778 0 0
100 0.3146 10 9.152183 88.13556 7 1.081653 0 0
100 0.3146 10 12.87548 88.12589 7 1.078003 0 0
100 0.3138 10 9.989351 88.16248 6 1.081638 0 0
100 0.3138 10 9.223138 88.14878 7 1.067197 0 0
100 0.3138 10 10.24590 88.2168 7 1.088475 0 0
100 0.3138 10 10.79718 88.34467 7 1.091275 0 0
100 0.3138 10 12.02244 88.11538 7 1.105038 0 0
100 0.3128 10 11.73785 87.96377 7 1.093923 0 0
100 0.3128 10 11.46385 88.32308 7 1.077806 0 0
100 0.3128 10 12.30115 88.1213 7 1.079239 0 0
100 0.3128 10 11.19488 88.21661 6 1.088673 0 0
100 0.3128 10 11.12100 88.1684 6 1.070092 0 0
100 0.3138 10 10.86527 88.1563 7 1.095157 0 0
100 0.3138 10 11.21222 88.0077 6 1.072032 0 0
100 0.3138 10 10.55371 88.19508 7 1.055882 0 0
100 0.3138 10 12.03060 88.2683 7 1.059466 0 0
100 0.3138 10 11.13476 88.16663 7 1.055031 0 0
%n density b b_old lambda lse TP FP 
100 0.3138 100 10.97241 144.2127 7 1.116865 0 0
100 0.3138 100 11.67868 144.1852 7 1.074865 0 0
100 0.3138 100 10.66605 144.0517 6 1.099004 0 0
100 0.3138 100 13.38261 144.1972 6 1.104612 0 0
100 0.3138 100 12.77321 144.0684 6 1.065360 0 0
100 0.3146 100 10.95983 144.2406 6 1.091327 0 0
100 0.3146 100 11.66319 144.0683 6 1.076654 0 0
100 0.3146 100 11.08078 144.0467 6 1.062991 0 0
100 0.3146 100 11.92192 144.2890 6 1.075994 0 0
100 0.3146 100 8.742157 144.1098 6 1.062817 0 0
100 0.3138 100 11.37762 144.3196 6 1.071225 0 0
100 0.3138 100 12.51693 144.1261 6 1.082767 0 0
100 0.3138 100 11.04196 144.1090 6 1.115302 0 0
100 0.3138 100 10.85498 144.1603 7 1.087489 0 0
100 0.3138 100 12.41645 144.1794 7 1.073731 0 0
100 0.3128 100 9.698104 144.2649 7 1.075575 0 0
100 0.3128 100 10.99856 144.0772 6 1.075589 0 0
100 0.3128 100 11.38745 143.9771 7 1.061799 0 0
100 0.3128 100 12.1417 144.0205 7 1.116389 0 0
100 0.3128 100 11.23585 144.3017 6 1.085362 0 0
100 0.3138 100 11.12287 144.0903 7 1.060585 0 0
100 0.3138 100 12.17649 143.9924 7 1.054109 0 0
100 0.3138 100 10.20214 144.0269 6 1.064386 0 0
100 0.3138 100 11.23604 144.0845 6 1.077295 0 0
100 0.3138 100 12.39173 144.2137 7 1.110895 0 0
%n density b b_old lambda lse TP FP 
100 0.3138 200 11.06111 226.2647 6 1.086629 0 0
100 0.3138 200 9.07996 226.3523 6 1.090389 0 0
100 0.3138 200 11.24947 226.2781 6 1.069647 0 0
100 0.3138 200 11.18842 226.3335 6 1.101299 0 0
100 0.3138 200 11.01676 226.2975 6 1.060719 0 0
100 0.3146 200 11.49121 226.3595 6 1.100890 0 0
100 0.3146 200 12.8572 226.3790 6 1.078866 0 0
100 0.3146 200 10.34398 226.3013 6 1.079637 0 0
100 0.3146 200 11.71331 226.3666 6 1.058093 0 0
100 0.3146 200 11.2482 226.4073 6 1.077793 0 0
100 0.3138 200 11.51589 226.3334 6 1.095322 0 0
100 0.3138 200 11.53038 226.3032 6 1.089476 0 0
100 0.3138 200 12.75963 226.4121 6 1.077615 0 0
100 0.3138 200 12.07345 226.4282 6 1.070947 0 0
100 0.3138 200 11.68663 226.3537 6 1.083758 0 0
100 0.3128 200 9.496022 226.2157 6 1.090989 0 0
100 0.3128 200 11.49045 226.3084 6 1.081852 0 0
100 0.3128 200 9.64576 226.3084 6 1.086543 0 0
