%n density b b_old_avg lambda glcalls_avg lse TP FP 
%n density b b_old lambda lse TP FP 
100 0.0612 10000 9.413662 0.8959904 11 1.466465 0.7773438 0.7596932
100 0.0612 10000 12.89957 0.8997214 6 1.547437 0.8046875 0.7748189
100 0.0612 10000 10.25242 0.9003102 7 1.490386 0.8046875 0.7706647
100 0.0616 10000 13.12153 0.8982266 7 1.495240 0.8023256 0.7599105
100 0.0616 10000 9.889036 0.9017815 6 1.552693 0.8023256 0.7716326
100 0.0616 10000 9.720144 0.8979615 7 1.528989 0.8449612 0.760017
100 0.0616 10000 9.572264 0.8980724 7 1.525934 0.7596899 0.7637468
100 0.0616 10000 9.041059 0.897801 7 1.530414 0.8275194 0.7625746
100 0.0614 10000 12.77160 0.9002179 7 1.540844 0.8054475 0.7741317
100 0.0614 10000 11.45053 0.9004748 7 1.499791 0.774319 0.7728532
100 0.0614 10000 11.15401 0.8981168 7 1.540707 0.770428 0.7671
100 0.0614 10000 10.45210 0.8958514 11 1.502312 0.8093385 0.7643299
100 0.0614 10000 10.81292 0.896675 10 1.435178 0.8054475 0.7541019
100 0.0618 10000 11.85602 0.8965449 11 1.481234 0.8030888 0.7791516
100 0.0618 10000 12.29519 0.8967632 11 1.519252 0.8301158 0.7660414
100 0.0618 10000 10.20193 0.8986291 7 1.490189 0.7992278 0.7677467
100 0.0618 10000 10.39592 0.8982225 11 1.500232 0.8185328 0.7745683
100 0.0618 10000 10.78933 0.900928 7 1.506356 0.8185328 0.7597527
%n density b b_old lambda lse TP FP 
100 0.2188 1 10.99835 5049.48 17 1.035793 0 0
100 0.2188 1 11.90171 5048.885 17 1.061435 0 0
100 0.2188 1 12.31250 5049.59 17 1.049729 0 0
100 0.2188 1 11.35654 5049.535 17 1.047533 0 0
100 0.2188 1 10.88705 5049.438 17 1.038733 0 0
100 0.2196 1 10.78976 5050.249 17 1.083484 0 0
100 0.2196 1 11.60477 5050.159 17 1.063946 0 0
100 0.2196 1 10.23493 5048.388 17 1.057221 0 0
100 0.2196 1 11.00345 5052.786 17 1.069550 0 0
100 0.2196 1 9.390611 5048.405 17 1.066980 0 0
100 0.219 1 11.75459 5050.117 17 1.059096 0 0
100 0.219 1 10.56234 5049.84 17 1.040372 0 0
100 0.219 1 11.01424 5048.709 17 1.057613 0 0
100 0.219 1 11.18067 5050.173 17 1.050582 0 0
100 0.219 1 11.76048 5048.061 17 1.068315 0 0
100 0.2182 1 9.411702 5050.897 17 1.049239 0 0
100 0.2182 1 10.78168 5050.918 17 1.053568 0 0
100 0.2182 1 11.41643 5049.818 17 1.067855 0 0
100 0.2182 1 11.89270 5049.425 17 1.057133 0 0
100 0.2182 1 11.41817 5049.09 17 1.054468 0 0
100 0.2194 1 12.06519 5048.172 17 1.045679 0 0
100 0.2194 1 10.16443 5051.086 17 1.051922 0 0
100 0.2194 1 11.76348 5050.575 17 1.041241 0 0
100 0.2194 1 11.62279 5050.622 17 1.038257 0 0
100 0.2194 1 8.50567 5051.179 17 1.083821 0 0
%n density b b_old lambda lse TP FP 
100 0.2188 10 12.43837 543.589 12 1.067158 0 0
100 0.2188 10 11.27747 543.9706 12 1.053699 0 0
100 0.2188 10 11.78365 544.7257 12 1.086458 0 0
100 0.2188 10 11.89474 543.8139 12 1.038399 0 0
100 0.2188 10 11.31141 543.2909 12 1.055332 0 0
100 0.2196 10 10.80699 543.8798 12 1.045288 0 0
100 0.2196 10 11.45291 544.9668 12 1.047860 0 0
100 0.2196 10 8.942112 544.3288 12 1.081802 0 0
100 0.2196 10 12.29880 544.3787 12 1.053811 0 0
100 0.2196 10 12.16634 543.9468 12 1.030517 0 0
100 0.219 10 10.16827 544.5728 12 1.080149 0 0
100 0.219 10 11.58146 542.8048 12 1.070107 0 0
100 0.219 10 10.76758 543.9951 12 1.097229 0 0
100 0.219 10 12.6964 544.1466 12 1.074236 0 0
100 0.219 10 10.19155 543.8698 12 1.050521 0 0
100 0.2182 10 11.71016 544.4713 12 1.078073 0 0
100 0.2182 10 10.20785 543.9003 12 1.056346 0 0
100 0.2182 10 10.41220 543.0816 12 1.071668 0 0
100 0.2182 10 11.78809 544.8334 12 1.086791 0 0
100 0.2182 10 12.28014 544.1833 12 1.058319 0 0
100 0.2194 10 11.92401 544.4531 12 1.076014 0 0
100 0.2194 10 11.30938 543.8655 12 1.065554 0 0
100 0.2194 10 10.78315 543.7005 12 1.073742 0 0
100 0.2194 10 11.32981 543.7738 12 1.059013 0 0
100 0.2194 10 12.75919 545.087 12 1.071142 0 0
%n density b b_old lambda lse TP FP 
100 0.2188 100 11.65086 71.33864 7 1.076675 0 0
100 0.2188 100 11.46673 71.24849 7 1.071090 0 0
100 0.2188 100 11.70692 71.16649 7 1.072471 0 0
100 0.2188 100 11.84166 71.33894 7 1.063837 0 0
100 0.2188 100 11.51503 71.05304 7 1.040942 0 0
100 0.2196 100 13.44030 71.34217 7 1.134132 0 0
100 0.2196 100 12.54485 71.2988 7 1.122044 0 0
100 0.2196 100 10.19455 71.40948 7 1.053819 0 0
100 0.2196 100 10.70718 71.31318 7 1.068474 0 0
100 0.2196 100 11.57924 71.15762 7 1.057391 0 0
100 0.219 100 11.01243 71.42782 7 1.059255 0 0
100 0.219 100 12.47929 70.90149 7 1.085054 0 0
100 0.219 100 9.444514 71.35185 7 1.046735 0 0
100 0.219 100 10.78198 71.10134 7 1.049151 0 0
100 0.219 100 9.40345 71.36624 7 1.033998 0 0
100 0.2182 100 12.03314 71.42504 7 1.035834 0 0
100 0.2182 100 9.127603 71.31051 7 1.068249 0 0
100 0.2182 100 12.21938 71.12695 7 1.068358 0 0
100 0.2182 100 12.91826 71.03033 7 1.058215 0 0
100 0.2182 100 11.48614 71.33354 7 1.032261 0 0
100 0.2194 100 9.735924 71.3053 7 1.051255 0 0
100 0.2194 100 9.908238 71.17278 7 1.080616 0 0
100 0.2194 100 11.23197 71.31087 7 1.089178 0 0
100 0.2194 100 12.20097 71.20323 7 1.060181 0 0
100 0.2194 100 9.188432 71.44444 9 1.059485 0 0
%n density b b_old lambda lse TP FP 
100 0.2188 200 11.67633 39.36710 6 1.072542 0 0
100 0.2188 200 10.68946 39.23805 6 1.057675 0 0
100 0.2188 200 11.69832 39.32367 6 1.061381 0 0
100 0.2188 200 10.72543 39.29974 6 1.063026 0 0
100 0.2188 200 13.08668 39.19602 6 1.043194 0 0
100 0.2196 200 10.96513 39.42859 6 1.061972 0 0
100 0.2196 200 12.08693 39.22156 6 1.077216 0 0
100 0.2196 200 11.73279 39.18773 6 1.089814 0 0
100 0.2196 200 11.68074 39.31363 6 1.064648 0 0
100 0.2196 200 11.38586 39.25207 6 1.097014 0 0
100 0.219 200 10.09704 39.3065 6 1.072443 0 0
100 0.219 200 10.83601 39.32129 6 1.038949 0 0
100 0.219 200 11.92567 39.36003 8 1.066437 0 0
100 0.219 200 11.96003 39.26432 6 1.072249 0 0
100 0.219 200 10.96679 39.23861 6 1.033174 0 0
100 0.2182 200 10.20421 39.32364 6 1.056549 0 0
100 0.2182 200 11.05889 39.39776 8 1.062123 0 0
100 0.2182 200 12.65352 39.43558 6 1.067946 0 0
100 0.2182 200 11.38346 39.32829 6 1.063844 0 0
100 0.2182 200 12.92890 39.35616 13 1.057248 0 0
100 0.2194 200 12.86798 39.31708 8 1.072637 0 0
100 0.2194 200 13.35549 39.34451 8 1.059575 0 0
100 0.2194 200 11.77657 39.26601 6 1.091048 0 0
100 0.2194 200 11.65424 39.27198 6 1.055375 0 0
100 0.2194 200 9.7704 39.1949 6 1.066099 0 0
%n density b b_old lambda lse TP FP 
100 0.2188 1000 10.27927 8.966945 6 1.062438 0.1446360 0.08397337
100 0.2188 1000 10.68752 8.963467 6 1.037081 0.1321839 0.078085
100 0.2188 1000 10.03739 8.965994 6 1.094337 0.1714559 0.1018945
100 0.2188 1000 10.96742 8.992887 6 1.044198 0.1312261 0.08730159
100 0.2188 1000 11.50904 8.966216 6 1.083788 0.1743295 0.09114183
100 0.2196 1000 10.09084 8.979031 6 1.063352 0.1431298 0.08252178
100 0.2196 1000 12.31501 8.970612 6 1.082609 0.1383588 0.09251666
100 0.2196 1000 11.84524 8.94923 6 1.055325 0.1383588 0.09764223
100 0.2196 1000 10.71880 8.955497 6 1.091755 0.1679389 0.08815992
100 0.2196 1000 12.98434 8.966447 6 1.059602 0.1708015 0.0907227
100 0.219 1000 11.94138 8.990889 6 1.053899 0.1473684 0.08681178
100 0.219 1000 10.78650 9.001927 6 1.069952 0.1464115 0.07912932
100 0.219 1000 11.64166 8.931281 6 1.059899 0.184689 0.1026889
100 0.219 1000 10.56998 8.965055 6 1.076397 0.1368421 0.0850192
100 0.219 1000 10.00660 8.98142 6 1.067236 0.1454545 0.07477593
100 0.2182 1000 12.72859 8.974696 6 1.045068 0.1604227 0.0900486
100 0.2182 1000 11.76494 8.931245 6 1.035962 0.1978866 0.09363008
100 0.2182 1000 12.21002 8.957485 6 1.056400 0.1412104 0.08953697
100 0.2182 1000 11.38788 9.010693 6 1.084413 0.1402498 0.08339729
100 0.2182 1000 10.82190 8.970126 6 1.067768 0.1700288 0.09286262
100 0.2194 1000 10.31230 8.959505 6 1.076472 0.1470869 0.09121189
100 0.2194 1000 9.757946 8.95691 6 1.064706 0.1575931 0.08916218
100 0.2194 1000 9.69915 8.984334 6 1.066009 0.1595033 0.07942608
100 0.2194 1000 11.81897 8.973798 6 1.059948 0.1432665 0.08250064
100 0.2194 1000 11.38179 8.947138 6 1.069763 0.1671442 0.08916218
%n density b b_old lambda lse TP FP 
100 0.2188 2000 11.63426 4.411424 11 1.157874 0.4166667 0.3550947
100 0.2188 2000 10.20970 4.403326 6 1.136430 0.4262452 0.3328213
100 0.2188 2000 12.82531 4.400946 11 1.127347 0.4262452 0.3392217
100 0.2188 2000 11.74745 4.402955 8 1.099617 0.4377395 0.3397337
100 0.2188 2000 11.56982 4.400248 7 1.101050 0.4109195 0.3486943
100 0.2196 2000 11.49723 4.407167 6 1.118832 0.4217557 0.3377755
100 0.2196 2000 9.335779 4.402605 11 1.179358 0.4112595 0.3416197
100 0.2196 2000 11.05041 4.38677 7 1.156513 0.4379771 0.3490518
100 0.2196 2000 12.176 4.403055 11 1.107625 0.4112595 0.3436699
100 0.2196 2000 11.63879 4.402658 6 1.138507 0.4227099 0.3375192
100 0.219 2000 10.41058 4.406471 10 1.135558 0.4248804 0.3554417
100 0.219 2000 10.80362 4.40572 11 1.11013 0.4354067 0.3610755
100 0.219 2000 12.16121 4.429404 11 1.120014 0.4583732 0.3513444
100 0.219 2000 11.48787 4.40842 8 1.155796 0.4421053 0.3398207
100 0.219 2000 11.83537 4.408218 7 1.105388 0.4440191 0.3331626
100 0.2182 2000 10.22816 4.409788 7 1.113248 0.426513 0.3364032
100 0.2182 2000 10.25448 4.399654 7 1.134575 0.4092219 0.3504733
100 0.2182 2000 11.34489 4.413175 11 1.134697 0.4293948 0.3412638
100 0.2182 2000 11.91510 4.403049 10 1.125329 0.4332373 0.3364032
100 0.2182 2000 9.859863 4.403703 11 1.131162 0.4486071 0.3328217
100 0.2194 2000 10.80951 4.413833 10 1.151516 0.417383 0.342557
100 0.2194 2000 13.38319 4.411361 6 1.126486 0.4202483 0.3374327
100 0.2194 2000 11.73792 4.417618 8 1.104903 0.4164279 0.3297463
100 0.2194 2000 11.03863 4.39551 7 1.128218 0.4465138 0.3464002
100 0.2194 2000 11.48596 4.401966 10 1.133303 0.434575 0.3330771
%n density b b_old lambda lse TP FP 
100 0.2188 10000 11.45001 0.8939285 12 1.465253 0.8122605 0.766641
100 0.2188 10000 10.01376 0.8989694 7 1.501255 0.795977 0.7601126
100 0.2188 10000 13.76198 0.895845 11 1.525264 0.8208812 0.78213
100 0.2188 10000 11.63278 0.897831 7 1.510519 0.7940613 0.7718894
100 0.2188 10000 11.99614 0.895258 11 1.471734 0.8084291 0.7585765
100 0.2196 10000 11.49705 0.8947047 11 1.56841 0.7996183 0.7681958
100 0.2196 10000 11.83365 0.8919407 11 1.542978 0.7996183 0.7655049
100 0.2196 10000 10.89579 0.8984665 8 1.444253 0.7938931 0.7708867
100 0.2196 10000 11.47211 0.8968783 7 1.461366 0.8067748 0.7667863
100 0.2196 10000 12.80271 0.8973482 7 1.447343 0.7967557 0.7675551
100 0.219 10000 12.77316 0.8921713 11 1.503108 0.8038278 0.7601793
100 0.219 10000 12.98783 0.9020523 11 1.507140 0.7827751 0.7708067
100 0.219 10000 11.21498 0.8968005 7 1.475108 0.8100478 0.7683739
100 0.219 10000 12.36151 0.8936376 4 1.504613 0.8133971 0.7692702
100 0.219 10000 10.62887 0.8986684 7 1.525549 0.8019139 0.7692702
100 0.2182 10000 12.20328 0.8953295 4 1.505963 0.7992315 0.7660527
100 0.2182 10000 10.97921 0.8949186 11 1.518072 0.8146013 0.7814019
100 0.2182 10000 11.95311 0.8965333 11 1.447450 0.7925072 0.7672039
100 0.2182 10000 10.84619 0.8953456 7 1.520421 0.8107589 0.758506
100 0.2182 10000 13.02098 0.8976115 7 1.470374 0.7934678 0.7537733
100 0.2194 10000 10.96469 0.892669 11 1.559924 0.7898758 0.77402
100 0.2194 10000 9.919663 0.895343 11 1.503625 0.8204394 0.769152
100 0.2194 10000 11.21699 0.893673 11 1.517493 0.8042025 0.7767102
100 0.2194 10000 11.15186 0.8963834 7 1.546643 0.8022923 0.7699206
100 0.2194 10000 10.48975 0.8974228 7 1.448803 0.7898758 0.7624904
%n density b b_old lambda lse TP FP 
100 0.3138 1 11.67163 5050.431 17 1.080755 0 0
100 0.3138 1 12.97260 5051.75 17 1.054061 0 0
100 0.3138 1 11.22486 5050.728 17 1.074183 0 0
100 0.3138 1 10.99917 5050.635 17 1.081802 0 0
100 0.3138 1 12.42666 5050.927 17 1.101256 0 0
100 0.3146 1 11.70994 5051.028 17 1.088773 0 0
100 0.3146 1 10.87216 5050.211 17 1.080755 0 0
100 0.3146 1 11.61652 5050.657 17 1.09208 0 0
100 0.3146 1 12.43572 5052.82 17 1.095880 0 0
100 0.3146 1 11.68625 5050.331 17 1.128244 0 0
100 0.3138 1 11.63812 5051.456 17 1.103320 0 0
100 0.3138 1 11.32718 5050.789 17 1.08167 0 0
100 0.3138 1 11.33371 5051.614 17 1.081442 0 0
100 0.3138 1 11.77585 5051.836 17 1.083704 0 0
100 0.3138 1 12.47193 5050.495 17 1.083800 0 0
100 0.3128 1 11.08876 5050.635 17 1.087537 0 0
100 0.3128 1 12.17184 5051.544 17 1.098340 0 0
100 0.3128 1 11.41775 5050.958 17 1.052594 0 0
100 0.3128 1 11.78316 5051.945 17 1.090898 0 0
100 0.3128 1 11.88860 5050.999 17 1.101396 0 0
100 0.3138 1 11.46002 5050.606 17 1.076940 0 0
100 0.3138 1 12.13513 5050.567 17 1.038205 0 0
100 0.3138 1 11.79759 5049.883 17 1.058117 0 0
100 0.3138 1 10.34080 5049.221 17 1.090817 0 0
100 0.3138 1 12.68767 5051.663 17 1.066012 0 0
%n density b b_old lambda lse TP FP 
100 0.3138 10 9.522543 544.6416 12 1.109358 0 0
100 0.3138 10 11.65629 545.0548 12 1.088044 0 0
100 0.3138 10 10.99901 545.1009 12 1.081257 0 0
100 0.3138 10 11.99291 544.6437 12 1.086557 0 0
100 0.3138 10 11.55901 544.8106 12 1.066902 0 0
100 0.3146 10 11.90819 544.922 12 1.098668 0 0
100 0.3146 10 10.90754 544.4594 12 1.090541 0 0
100 0.3146 10 12.20232 545.0775 12 1.071493 0 0
100 0.3146 10 10.84173 545.0839 12 1.041380 0 0
100 0.3146 10 11.74300 543.8451 12 1.055932 0 0
100 0.3138 10 11.01113 544.414 12 1.087029 0 0
100 0.3138 10 11.33573 544.7266 12 1.072321 0 0
100 0.3138 10 10.77993 546.261 12 1.093872 0 0
100 0.3138 10 10.04415 545.4931 12 1.078240 0 0
100 0.3138 10 12.11553 544.917 12 1.112476 0 0
100 0.3128 10 10.79668 544.722 12 1.082701 0 0
100 0.3128 10 10.94484 545.6742 12 1.081720 0 0
100 0.3128 10 9.572546 545.2063 12 1.100322 0 0
100 0.3128 10 11.53600 544.7929 12 1.089902 0 0
100 0.3128 10 11.93808 543.9401 12 1.076632 0 0
100 0.3138 10 11.14832 545.4567 12 1.085728 0 0
100 0.3138 10 13.40461 545.2961 12 1.086627 0 0
100 0.3138 10 11.47825 544.3787 12 1.076024 0 0
100 0.3138 10 11.15528 545.2383 12 1.076796 0 0
100 0.3138 10 10.65519 544.1172 12 1.070256 0 0
%n density b b_old lambda lse TP FP 
100 0.3138 100 12.17036 71.62206 7 1.092819 0 0
100 0.3138 100 12.08673 71.58978 7 1.100781 0 0
100 0.3138 100 11.65105 71.44471 7 1.096617 0 0
100 0.3138 100 11.69399 71.12832 7 1.088410 0 0
100 0.3138 100 11.21734 71.6744 7 1.089332 0 0
100 0.3146 100 11.83661 71.05809 7 1.107301 0 0
100 0.3146 100 11.2401 71.40412 7 1.095147 0 0
100 0.3146 100 10.14700 71.40938 7 1.069998 0 0
100 0.3146 100 11.35161 71.26288 7 1.090290 0 0
100 0.3146 100 11.50338 71.58313 7 1.082741 0 0
100 0.3138 100 12.56289 71.27718 7 1.117978 0 0
100 0.3138 100 10.15636 71.23891 7 1.078755 0 0
100 0.3138 100 11.87964 71.76037 7 1.079726 0 0
100 0.3138 100 9.719884 71.3649 7 1.092032 0 0
100 0.3138 100 12.34757 71.41536 7 1.081827 0 0
100 0.3128 100 10.36426 71.16548 7 1.052699 0 0
100 0.3128 100 9.109496 71.47808 7 1.086163 0 0
100 0.3128 100 12.41123 71.47293 7 1.070250 0 0
100 0.3128 100 11.20541 71.25213 7 1.089032 0 0
100 0.3128 100 12.52256 71.3732 7 1.082824 0 0
100 0.3138 100 10.61030 71.59836 7 1.089741 0 0
100 0.3138 100 10.42512 71.64226 7 1.06502 0 0
100 0.3138 100 11.94318 71.59922 7 1.084931 0 0
100 0.3138 100 11.29600 71.61847 7 1.076858 0 0
100 0.3138 100 11.08193 71.20987 7 1.060569 0 0
%n density b b_old lambda lse TP FP 
100 0.3138 200 12.09169 39.3997 6 1.101472 0 0
100 0.3138 200 11.68662 39.40532 6 1.117934 0 0
100 0.3138 200 12.47596 39.40763 8 1.109772 0 0
100 0.3138 200 12.84096 39.45176 6 1.099351 0 0
100 0.3138 200 12.94358 39.42643 6 1.106102 0 0
100 0.3146 200 9.336697 39.40572 6 1.092138 0 0
100 0.3146 200 11.82997 39.45566 6 1.061643 0 0
100 0.3146 200 12.21304 39.43595 6 1.071356 0 0
100 0.3146 200 10.39385 39.34567 6 1.111924 0 0
100 0.3146 200 12.28207 39.38106 8 1.060135 0 0
100 0.3138 200 11.58181 39.2893 8 1.086255 0 0
100 0.3138 200 11.08723 39.4145 6 1.074985 0 0
100 0.3138 200 9.337932 39.5622 6 1.08654 0 0
100 0.3138 200 13.52534 39.36417 6 1.094418 0 0
100 0.3138 200 12.51555 39.25501 6 1.056810 0 0
100 0.3128 200 12.61880 39.39828 6 1.053952 0 0
100 0.3128 200 9.310481 39.38383 6 1.096539 0 0
100 0.3128 200 10.10592 39.37912 6 1.094744 0 0
100 0.3128 200 10.96528 39.47095 6 1.07492 0 0
100 0.3128 200 11.17787 39.33587 6 1.075015 0 0
100 0.3138 200 12.52210 39.34277 6 1.099147 0 0
100 0.3138 200 10.27051 39.35516 6 1.070193 0 0
100 0.3138 200 12.41706 39.48586 6 1.037722 0 0
100 0.3138 200 11.04175 39.38426 6 1.054030 0 0
100 0.3138 200 10.38842 39.45123 6 1.098968 0 0
%n density b b_old lambda lse TP FP 
100 0.3138 1000 11.70725 8.93928 6 1.086153 0.1553654 0.09239289
100 0.3138 1000 11.86806 8.9342 6 1.113257 0.1629361 0.09647333
100 0.3138 1000 12.09591 8.91986 6 1.082712 0.160632 0.1092976
100 0.3138 1000 12.49658 8.926332 6 1.062834 0.1514154 0.0953075
100 0.3138 1000 12.17771 8.927497 6 1.074428 0.1632653 0.1046342
100 0.3146 1000 9.28725 8.909247 6 1.125579 0.1543007 0.1076744
100 0.3146 1000 11.01497 8.93709 6 1.098901 0.1516743 0.1100088
100 0.3146 1000 9.577898 8.944648 6 1.137494 0.1582403 0.09892034
100 0.3146 1000 10.74795 8.932965 6 1.090862 0.1536441 0.09425153
100 0.3146 1000 11.97609 8.941204 6 1.109730 0.1615233 0.09775314
100 0.3138 1000 11.66615 8.949267 6 1.086686 0.1547070 0.09851355
100 0.3138 1000 11.86764 8.95566 6 1.054213 0.1553654 0.09210143
100 0.3138 1000 10.27657 8.898936 6 1.101137 0.1682028 0.1162926
100 0.3138 1000 12.48197 8.914177 6 1.093810 0.1724819 0.1119207
100 0.3138 1000 11.37170 8.924591 6 1.073117 0.1593153 0.1037598
100 0.3128 1000 10.57861 8.899553 6 1.090329 0.1737120 0.1152503
100 0.3128 1000 9.640656 8.898566 6 1.090991 0.1928666 0.1085565
100 0.3128 1000 12.70045 8.893584 6 1.106321 0.1816380 0.09982538
100 0.3128 1000 8.779124 8.93341 6 1.074391 0.1605020 0.1027357
100 0.3128 1000 11.73217 8.930968 6 1.091785 0.1552180 0.1100116
100 0.3138 1000 9.387519 8.942903 6 1.079643 0.1632653 0.1052171
100 0.3138 1000 11.18598 8.928815 6 1.069351 0.1566820 0.1008452
100 0.3138 1000 11.92842 8.929026 6 1.082228 0.1632653 0.1014282
100 0.3138 1000 10.57698 8.963132 6 1.077716 0.1468071 0.09355873
100 0.3138 1000 12.45558 8.908323 6 1.110579 0.1579987 0.1037598
%n density b b_old lambda lse TP FP 
100 0.3138 2000 12.56547 4.400516 7 1.137103 0.4404213 0.3319732
100 0.3138 2000 12.70146 4.387393 6 1.156168 0.4233048 0.3494608
100 0.3138 2000 10.10069 4.382947 10 1.132255 0.3982883 0.3599534
100 0.3138 2000 12.43387 4.389035 7 1.135367 0.4285714 0.3529583
100 0.3138 2000 12.13054 4.401555 7 1.148096 0.4259381 0.3503352
100 0.3146 2000 9.998567 4.401534 6 1.158474 0.3959291 0.3437409
100 0.3146 2000 10.10331 4.381846 10 1.15553 0.4399212 0.3551211
100 0.3146 2000 11.12389 4.402397 7 1.142016 0.4175968 0.3644587
100 0.3146 2000 11.62230 4.407794 6 1.118541 0.4294156 0.3291509
100 0.3146 2000 11.81108 4.400532 7 1.135180 0.4300722 0.3507441
100 0.3138 2000 12.0326 4.401133 10 1.136636 0.4391047 0.3474206
100 0.3138 2000 10.80279 4.380137 11 1.125034 0.439763 0.3516468
100 0.3138 2000 12.39433 4.405175 11 1.139622 0.4134299 0.3378024
100 0.3138 2000 9.80544 4.394709 10 1.154813 0.4055300 0.3497523
100 0.3138 2000 9.689826 4.376552 7 1.141065 0.4364714 0.3494608
100 0.3128 2000 12.50905 4.396741 11 1.164593 0.4306473 0.346915
100 0.3128 2000 12.21192 4.374295 6 1.159114 0.4372523 0.3742724
100 0.3128 2000 11.85777 4.39738 7 1.126525 0.4451783 0.3541909
100 0.3128 2000 11.39175 4.402228 8 1.163901 0.4068692 0.3297439
100 0.3128 2000 13.34968 4.403977 11 1.099576 0.4114927 0.3338184
100 0.3138 2000 12.99545 4.389379 7 1.146586 0.4154049 0.3538327
100 0.3138 2000 11.45280 4.390307 7 1.145254 0.4364714 0.366074
100 0.3138 2000 9.522215 4.393302 10 1.114995 0.4213298 0.3517925
100 0.3138 2000 11.55574 4.403779 11 1.163334 0.4364714 0.3379481
100 0.3138 2000 13.27080 4.376252 7 1.149514 0.4285714 0.3480035
%n density b b_old lambda lse TP FP 
100 0.3138 10000 11.35932 0.8964845 7 1.445272 0.7834101 0.7723696
100 0.3138 10000 11.66178 0.8915433 4 1.572942 0.801185 0.7720781
100 0.3138 10000 10.78672 0.8934463 11 1.453662 0.805135 0.7620227
100 0.3138 10000 11.53572 0.8968387 7 1.501306 0.7978934 0.7709123
100 0.3138 10000 11.76453 0.8934603 7 1.454043 0.7916392 0.7697464
100 0.3146 10000 11.61644 0.8987415 7 1.438648 0.8076165 0.7665597
100 0.3146 10000 10.46094 0.8932343 12 1.515357 0.7997374 0.7569303
100 0.3146 10000 11.55240 0.897908 7 1.445834 0.797111 0.7700613
100 0.3146 10000 10.64692 0.8970064 7 1.484479 0.8010506 0.76904
100 0.3146 10000 11.17177 0.8966192 7 1.451651 0.790545 0.765976
100 0.3138 10000 11.54457 0.8971494 7 1.496073 0.7949309 0.7653745
100 0.3138 10000 10.33713 0.8942312 12 1.493396 0.8156682 0.7720781
100 0.3138 10000 11.39300 0.893968 11 1.505428 0.7893351 0.768872
100 0.3138 10000 10.12140 0.8969229 7 1.477425 0.7965767 0.7595453
100 0.3138 10000 12.89928 0.8960557 6 1.475118 0.8044766 0.7787817
100 0.3128 10000 11.74509 0.8918447 4 1.509595 0.8071334 0.7622235
100 0.3128 10000 11.80312 0.8953363 7 1.429399 0.817041 0.7619325
100 0.3128 10000 11.15320 0.8967831 7 1.425515 0.7879789 0.7603318
100 0.3128 10000 11.77292 0.896302 7 1.445959 0.806473 0.7590221
100 0.3128 10000 12.37381 0.8910053 12 1.418141 0.7892999 0.7706636
100 0.3138 10000 11.01840 0.8967874 6 1.484034 0.7761685 0.7582338
100 0.3138 10000 11.47699 0.8954054 7 1.474584 0.7817643 0.7706208
100 0.3138 10000 9.571176 0.8967122 7 1.468102 0.8018433 0.7722238
100 0.3138 10000 11.56817 0.8963608 7 1.428722 0.805135 0.7569222
100 0.3138 10000 11.58235 0.896492 7 1.573047 0.7978934 0.7685806
%n density b b_old lambda lse TP FP 
500 0.0614 1 0.06671245 162.1464 10 0.982481 0 0
500 0.0614 1 0.06400747 165.0225 10 1.030994 0 0
500 0.0614 1 0.06454572 163.4842 10 1.019815 0 0
500 0.0614 1 0.0666909 163.6729 10 1.022772 0 0
500 0.0614 1 0.06306306 164.4906 10 1.026123 0 0
500 0.0612 1 0.06435191 164.812 10 1.01196 0 0
500 0.0612 1 0.06399974 164.6717 10 1.018057 0 0
500 0.0612 1 0.06406807 164.1862 10 1.010606 0 0
500 0.0612 1 0.06439754 164.3631 10 1.017213 0 0
500 0.0612 1 0.06500054 164.7958 10 1.013361 0 0
500 0.0616 1 0.06315544 166.4289 10 1.051122 0 0
500 0.0616 1 0.0656284 163.9664 10 1.018231 0 0
500 0.0616 1 0.06479338 165.3151 10 1.002291 0 0
500 0.0616 1 0.06316286 164.0320 10 1.031854 0 0
500 0.0616 1 0.06448214 164.0938 10 1.031201 0 0
500 0.0614 1 0.06616848 164.2693 10 1.022851 0 0
500 0.0614 1 0.06499861 163.6046 10 1.013009 0 0
500 0.0614 1 0.06504472 165.0112 10 1.022474 0 0
500 0.0614 1 0.06644788 164.0945 10 1.004183 0 0
500 0.0614 1 0.06447611 162.7016 10 1.021514 0 0
500 0.0618 1 0.06472153 164.9166 10 0.9996549 0 0
500 0.0618 1 0.06258502 164.0762 10 1.021574 0 0
500 0.0618 1 0.06397523 165.0732 10 1.021007 0 0
500 0.0618 1 0.06598523 165.5909 10 1.031070 0 0
500 0.0618 1 0.06438509 164.7288 10 1.017780 0 0
%n density b b_old lambda lse TP FP 
500 0.0614 10 0.0637832 134.0658 9 1.024973 0 0
500 0.0614 10 0.0639227 133.6442 9 1.000088 0 0
500 0.0614 10 0.06597675 135.4011 9 1.000785 0 0
500 0.0614 10 0.06562399 134.849 9 0.9972308 0 0
500 0.0614 10 0.06427333 133.8334 9 1.032489 0 0
500 0.0612 10 0.06709545 132.8865 9 1.028875 0 0
500 0.0612 10 0.06407746 134.2958 9 1.024766 0 0
500 0.0612 10 0.06572943 134.1460 9 1.021315 0 0
500 0.0612 10 0.06575844 132.2723 8 1.032949 0 0
500 0.0612 10 0.06368143 134.1019 9 1.009787 0 0
500 0.0616 10 0.06504738 134.3465 9 1.002534 0 0
