%n density b lambda lse TP FP 
50 0.3138 2000 12 1.982441 0.8120474 0.8051588
50 0.3138 2000 7 2.013200 0.8281764 0.8015156
50 0.3138 2000 10 2.081289 0.8041475 0.8128825
50 0.3138 2000 10 2.016644 0.8229098 0.8004955
50 0.3138 2000 10 2.021526 0.8067808 0.8092393
50 0.3138 1000 6 1.986608 0.7946017 0.7977266
50 0.3138 1000 7 2.000814 0.8222515 0.8000583
50 0.3138 1000 13 2.031352 0.8176432 0.7974352
50 0.3138 1000 6 1.955107 0.8064516 0.7946663
50 0.3138 1000 6 1.946547 0.8054641 0.7936462
50 0.3146 1000 7 1.916391 0.8023638 0.7973446
50 0.3146 1000 6 1.945973 0.8046619 0.7903414
50 0.3146 1000 6 2.056190 0.7941563 0.8004085
50 0.3146 1000 10 1.957892 0.7846356 0.7961774
50 0.3146 1000 6 2.016165 0.802692 0.7973446
50 0.3138 1000 10 1.985552 0.8025016 0.7850481
50 0.3138 1000 6 1.980610 0.7975642 0.7857767
50 0.3138 1000 7 1.984007 0.8120474 0.798018
50 0.3138 1000 10 1.961237 0.789006 0.7959778
50 0.3138 1000 6 1.959221 0.789006 0.7921889
50 0.3128 1000 6 1.930435 0.8001982 0.7885623
50 0.3128 1000 6 1.936008 0.7892999 0.7984575
50 0.3128 1000 7 2.000634 0.7985469 0.790163
50 0.3128 1000 10 1.946504 0.8011889 0.7926368
50 0.3128 1000 6 2.016075 0.7942536 0.7840512
50 0.3138 1000 6 2.01528 0.7883476 0.7847566
50 0.3138 1000 6 1.870604 0.8166557 0.7935004
50 0.3138 1000 13 1.966627 0.7975642 0.7965608
50 0.3138 1000 6 1.917912 0.8034891 0.8034101
50 0.3138 1000 10 1.997885 0.8097433 0.7945205
50 0.3138 200 13 1.615982 0.7021066 0.7054795
50 0.3138 200 10 1.645470 0.7327189 0.7086855
50 0.3138 200 10 1.729929 0.7116524 0.7012533
50 0.3138 200 10 1.652007 0.7182357 0.708394
50 0.3138 200 10 1.628297 0.7123107 0.7102885
50 0.3146 200 10 1.626458 0.7321077 0.7111176
50 0.3146 200 13 1.626630 0.6959947 0.7067406
50 0.3146 200 9 1.615738 0.7288247 0.7096586
50 0.3146 200 10 1.650015 0.7265266 0.7000292
50 0.3146 200 12 1.667122 0.7170059 0.704698
50 0.3138 200 11 1.739352 0.7063858 0.7025648
50 0.3138 200 14 1.576451 0.7083608 0.7063538
50 0.3138 200 8 1.60844 0.706715 0.6977558
50 0.3138 200 10 1.670984 0.7175774 0.7032935
50 0.3138 200 10 1.627300 0.718894 0.6949869
50 0.3128 200 13 1.665696 0.7202774 0.7094005
50 0.3128 200 10 1.709355 0.7182959 0.701106
50 0.3128 200 10 1.608772 0.7126816 0.7191502
50 0.3128 200 10 1.603809 0.7064069 0.705326
50 0.3128 200 13 1.589912 0.6968296 0.7143481
50 0.3138 200 10 1.686510 0.7202107 0.7088312
50 0.3138 200 13 1.617642 0.7274523 0.7006704
50 0.3138 200 10 1.639074 0.7060566 0.6971728
50 0.3138 200 11 1.592611 0.7202107 0.6995045
50 0.3138 200 10 1.645217 0.7277814 0.7050423
50 0.3138 100 7 1.456197 0.6254115 0.5963276
50 0.3138 100 7 1.517164 0.6431863 0.6104634
50 0.3138 100 7 1.522152 0.6313364 0.6183328
50 0.3138 100 8 1.470775 0.6191573 0.6002623
50 0.3138 100 8 1.453279 0.6293614 0.5871466
50 0.3146 100 12 1.509180 0.641497 0.608258
50 0.3146 100 7 1.485750 0.6224557 0.5976072
50 0.3146 100 11 1.520856 0.6451083 0.5962941
50 0.3146 100 8 1.498932 0.6168746 0.599358
50 0.3146 100 7 1.473240 0.6112935 0.6107383
50 0.3138 100 7 1.451304 0.6316656 0.6017196
50 0.3138 100 7 1.456615 0.6231073 0.6071116
50 0.3138 100 7 1.473488 0.6237656 0.6114835
50 0.3138 100 11 1.490816 0.6576695 0.6018653
50 0.3138 100 7 1.501912 0.634628 0.6161469
50 0.3128 100 8 1.479541 0.6294584 0.6060827
50 0.3128 100 8 1.493867 0.6439894 0.6043364
50 0.3128 100 8 1.443301 0.6380449 0.6068102
50 0.3128 100 10 1.452629 0.6271466 0.6043364
50 0.3128 100 7 1.489569 0.6340819 0.6120489
50 0.3138 100 7 1.49692 0.6036866 0.6050714
50 0.3138 100 7 1.43257 0.6398947 0.5995337
50 0.3138 100 13 1.455846 0.6379197 0.6114835
50 0.3138 100 7 1.477261 0.6306781 0.6065287
50 0.3138 100 8 1.490245 0.6211323 0.6055086
150 0.0614 1e+05 1 1.083391 0.5564202 0.3793948
150 0.0614 1e+05 1 1.117716 0.4863813 0.3780098
150 0.0614 1e+05 1 1.057073 0.5214008 0.3728958
150 0.0614 1e+05 1 1.136047 0.5097276 0.3850416
150 0.0614 1e+05 1 1.095289 0.5642023 0.3813126
150 0.0612 1e+05 1 1.091116 0.5351562 0.3845334
150 0.0612 1e+05 1 1.088209 0.5351562 0.3949723
150 0.0612 1e+05 1 1.094727 0.4921875 0.3817640
150 0.0612 1e+05 1 1.102412 0.453125 0.370899
150 0.0612 1e+05 1 1.095343 0.5039062 0.3730294
150 0.0616 1e+05 1 1.086471 0.5116279 0.3797954
150 0.0616 1e+05 1 1.102277 0.5542636 0.3783035
150 0.0616 1e+05 1 1.121439 0.5426357 0.3858696
150 0.0616 1e+05 1 1.118768 0.4806202 0.3810742
150 0.0616 1e+05 1 1.119639 0.5348837 0.3783035
150 0.0614 1e+05 1 1.130826 0.4902724 0.3818453
150 0.0614 1e+05 1 1.103887 0.5603113 0.3848285
150 0.0614 1e+05 1 1.103185 0.4708171 0.3760921
150 0.0614 1e+05 1 1.096445 0.4902724 0.3769444
150 0.0614 1e+05 1 1.081725 0.536965 0.3814191
150 0.0618 1e+05 1 1.120226 0.4980695 0.3700703
150 0.0618 1e+05 1 1.057253 0.5019305 0.3672991
150 0.0618 1e+05 1 1.087261 0.5444015 0.3837135
150 0.0618 1e+05 1 1.089081 0.5173745 0.3690045
150 0.0618 1e+05 1 1.071779 0.5598456 0.3766787
150 0.0614 20000 3 2.944015 1 0.9992542
150 0.0614 20000 7 3.028415 1 0.9987215
150 0.0614 20000 4 2.707796 0.996109 0.9989346
150 0.0614 20000 4 2.629324 0.9980545 0.9987215
150 0.0614 20000 7 3.099338 1 0.9987215
150 0.0612 20000 6 3.052250 1 0.9987218
150 0.0612 20000 3 2.977233 0.9980469 0.9982957
150 0.0612 20000 4 2.9822 1 0.9993609
150 0.0612 20000 6 2.781851 0.9980469 0.9989348
150 0.0612 20000 10 2.809741 1 0.9988283
150 0.0616 20000 6 3.015306 1 0.9987212
150 0.0616 20000 6 2.757452 1 0.9987212
150 0.0616 20000 4 2.902483 1 0.9993606
150 0.0616 20000 6 3.49308 1 0.999041
150 0.0616 20000 3 2.740101 1 0.9989344
150 0.0614 20000 3 2.721934 0.996109 0.9990411
150 0.0614 20000 8 2.941585 0.9980545 0.9991477
150 0.0614 20000 9 3.011624 1 0.9987215
150 0.0614 20000 12 3.062969 1 0.9994673
150 0.0614 20000 4 3.114436 1 0.998828
150 0.0618 20000 7 3.289583 1 0.9989341
150 0.0618 20000 4 3.024037 1 0.9991473
150 0.0618 20000 4 3.060956 0.9980695 0.9988275
150 0.0618 20000 3 2.556281 1 0.9985078
150 0.0618 20000 4 2.787957 1 0.9988275
150 0.0614 10000 4 2.660737 1 0.9985084
150 0.0614 10000 7 2.811619 1 0.9979757
150 0.0614 10000 12 2.7705 0.996109 0.9980823
150 0.0614 10000 7 3.055427 0.996109 0.9975495
150 0.0614 10000 4 2.748103 1 0.9978692
150 0.0612 10000 10 2.735505 0.9960938 0.9978696
150 0.0612 10000 6 2.768002 0.9960938 0.9986153
150 0.0612 10000 6 2.708972 1 0.997337
150 0.0612 10000 4 2.394649 1 0.9978696
150 0.0612 10000 12 2.694369 1 0.9974435
150 0.0616 10000 4 2.946446 1 0.9976556
150 0.0616 10000 11 3.303509 0.996124 0.9978687
150 0.0616 10000 4 2.833733 1 0.998295
150 0.0616 10000 6 3.031204 0.996124 0.9972293
150 0.0616 10000 11 2.754207 1 0.9977621
150 0.0614 10000 4 2.865194 1 0.9984019
150 0.0614 10000 8 3.035040 1 0.9973365
150 0.0614 10000 4 2.744354 1 0.9964841
150 0.0614 10000 4 2.947285 0.996109 0.9984019
150 0.0614 10000 6 2.808321 0.996109 0.9977626
150 0.0618 10000 4 3.082137 0.996139 0.9984012
150 0.0618 10000 10 2.773120 1 0.996376
150 0.0618 10000 4 2.841416 1 0.997655
150 0.0618 10000 7 2.793057 0.992278 0.9980814
150 0.0618 10000 4 2.877178 1 0.9988275
150 0.0614 2000 7 2.451867 0.9844358 0.9900916
150 0.0614 2000 8 2.529637 1 0.9908374
150 0.0614 2000 10 2.529823 0.9922179 0.9908374
150 0.0614 2000 8 2.558184 0.9844358 0.9868954
150 0.0614 2000 11 2.481822 0.9883268 0.9886
150 0.0612 2000 8 2.522863 0.9960938 0.9907329
150 0.0612 2000 9 2.593548 0.9746094 0.9896677
150 0.0612 2000 13 2.578547 0.9921875 0.9881764
150 0.0612 2000 9 2.394559 0.9960938 0.9883894
150 0.0612 2000 11 2.376403 0.9765625 0.9908394
150 0.0616 2000 7 2.479168 0.9844961 0.989237
150 0.0616 2000 8 2.534792 0.996124 0.9906223
150 0.0616 2000 10 2.690906 0.996124 0.9869991
150 0.0616 2000 13 2.173935 0.996124 0.9914749
150 0.0616 2000 9 2.397635 0.994186 0.9893436
150 0.0614 2000 7 2.648223 0.9902724 0.9884935
150 0.0614 2000 10 2.640232 0.9824903 0.9879608
150 0.0614 2000 8 2.59945 0.9863813 0.989559
150 0.0614 2000 11 2.314672 0.996109 0.9900916
150 0.0614 2000 10 2.514551 0.996109 0.9875346
150 0.0618 2000 7 2.412391 0.9864865 0.9898742
150 0.0618 2000 9 2.280638 1 0.9868898
150 0.0618 2000 10 2.459796 0.988417 0.9898742
150 0.0618 2000 9 2.499723 0.992278 0.9918994
150 0.0618 2000 7 2.463280 0.9903475 0.9906203
150 0.0614 1000 12 2.231515 0.9883268 0.980716
150 0.0614 1000 9 2.221152 0.9805447 0.9775197
150 0.0614 1000 9 2.108384 0.9688716 0.9791178
150 0.0614 1000 10 2.210817 0.9922179 0.9787982
150 0.0614 1000 11 2.181030 0.9922179 0.9786917
150 0.0612 1000 12 2.281548 0.9765625 0.9759267
150 0.0612 1000 9 2.173469 0.9882812 0.9797614
150 0.0612 1000 10 2.217776 0.9804688 0.977631
150 0.0612 1000 12 2.220849 0.9804688 0.9809331
150 0.0612 1000 9 2.10508 0.9726562 0.9809331
150 0.0616 1000 10 2.114185 0.9709302 0.9771952
150 0.0616 1000 8 2.179253 0.992248 0.9803922
150 0.0616 1000 9 2.337380 0.9689922 0.9808184
150 0.0616 1000 9 2.447368 0.988372 0.9742114
150 0.0616 1000 12 2.212609 0.9670543 0.9791134
150 0.0614 1000 11 2.317752 0.9805447 0.9819945
150 0.0614 1000 9 2.284735 0.9883268 0.9810356
150 0.0614 1000 8 2.240020 0.9844358 0.9765608
150 0.0614 1000 12 2.087681 0.966926 0.9751758
150 0.0614 1000 12 2.298436 0.9727626 0.9778393
150 0.0618 1000 12 2.285209 0.976834 0.9810275
150 0.0618 1000 9 2.15722 0.984556 0.9793221
150 0.0618 1000 8 2.280517 0.988417 0.9768706
150 0.0618 1000 9 2.059221 0.969112 0.979109
150 0.0618 1000 11 2.141584 0.992278 0.9790023
150 0.0614 200 7 1.674614 0.9377432 0.9076284
150 0.0614 200 9 1.694867 0.9124514 0.9155125
150 0.0614 200 7 1.660724 0.9571984 0.9038994
150 0.0614 200 7 1.686628 0.9338521 0.9121031
150 0.0614 200 10 1.778326 0.9105058 0.9086938
150 0.0612 200 6 1.673173 0.9140625 0.9033873
150 0.0612 200 12 1.644125 0.9375 0.907222
150 0.0612 200 10 1.553885 0.9140625 0.910311
150 0.0612 200 14 1.637969 0.9355469 0.904133
150 0.0612 200 9 1.665795 0.9023438 0.910524
150 0.0616 200 12 1.641444 0.9186047 0.9070759
150 0.0616 200 4 1.52582 0.9379845 0.9099531
150 0.0616 200 12 1.655616 0.9147287 0.9091006
150 0.0616 200 6 1.61821 0.8953488 0.9096334
150 0.0616 200 10 1.662586 0.9263566 0.9028133
150 0.0614 200 12 1.724450 0.9377432 0.8998508
150 0.0614 200 9 1.637287 0.929961 0.9068826
150 0.0614 200 6 1.686615 0.8871595 0.9023013
150 0.0614 200 13 1.623447 0.9533074 0.9100788
150 0.0614 200 12 1.588884 0.9163424 0.9029405
150 0.0618 200 10 1.625531 0.9401544 0.9097207
150 0.0618 200 12 1.662144 0.92278 0.9080153
150 0.0618 200 11 1.680158 0.945946 0.9053507
150 0.0618 200 12 1.698692 0.911197 0.9068429
150 0.0618 200 7 1.640846 0.942085 0.9104669
150 0.0614 100 6 1.419374 0.8988327 0.8313446
150 0.0614 100 7 1.408716 0.848249 0.8258044
150 0.0614 100 6 1.475896 0.8599222 0.8346473
150 0.0614 100 11 1.479265 0.8832685 0.8370978
150 0.0614 100 4 1.51105 0.8715953 0.8231408
150 0.0612 100 7 1.504246 0.8671875 0.833937
150 0.0612 100 4 1.424813 0.8789062 0.8287175
150 0.0612 100 6 1.439667 0.8496094 0.831913
150 0.0612 100 4 1.490582 0.84375 0.8274393
150 0.0612 100 10 1.451737 0.8828125 0.8306349
150 0.0616 100 11 1.500378 0.875969 0.8388747
150 0.0616 100 10 1.431883 0.8953488 0.8303495
150 0.0616 100 11 1.44987 0.8604651 0.8276854
150 0.0616 100 6 1.465437 0.864341 0.827792
150 0.0616 100 7 1.411893 0.868217 0.824595
150 0.0614 100 11 1.513810 0.85214 0.830066
150 0.0614 100 7 1.446694 0.8326848 0.8368847
150 0.0614 100 6 1.496620 0.8249027 0.8397613
150 0.0614 100 7 1.350907 0.848249 0.8333688
150 0.0614 100 11 1.455271 0.8599222 0.8367782
150 0.0618 100 4 1.482122 0.9015444 0.8408655
150 0.0618 100 6 1.412457 0.8803089 0.8403326
150 0.0618 100 15 1.425581 0.8725869 0.8336176
150 0.0618 100 10 1.412233 0.8783784 0.8303134
150 0.0618 100 6 1.430758 0.8938224 0.8303134
150 0.2188 1e+05 1 1.096842 0.506705 0.390937
150 0.2188 1e+05 1 1.086840 0.5201149 0.3870968
150 0.2188 1e+05 1 1.102101 0.4961686 0.3808244
150 0.2188 1e+05 1 1.100607 0.4712644 0.3917051
150 0.2188 1e+05 1 1.099351 0.4875479 0.3863287
150 0.2196 1e+05 1 1.125752 0.5076336 0.3849308
150 0.2196 1e+05 1 1.106945 0.5467557 0.3856996
150 0.2196 1e+05 1 1.114413 0.5362595 0.3982573
150 0.2196 1e+05 1 1.107223 0.4866412 0.3819836
150 0.2196 1e+05 1 1.100902 0.5124046 0.3749359
150 0.219 1e+05 1 1.106847 0.4956938 0.3800256
150 0.219 1e+05 1 1.152309 0.4909091 0.393854
150 0.219 1e+05 1 1.118602 0.5052632 0.3861716
150 0.219 1e+05 1 1.111893 0.492823 0.3860435
150 0.219 1e+05 1 1.099627 0.5004785 0.3869398
150 0.2182 1e+05 1 1.111783 0.5254563 0.3824508
150 0.2182 1e+05 1 1.137726 0.4975985 0.3998465
150 0.2182 1e+05 1 1.098627 0.5024015 0.3995907
150 0.2182 1e+05 1 1.098948 0.5168108 0.3786135
150 0.2182 1e+05 1 1.104450 0.5033622 0.3793809
150 0.2194 1e+05 1 1.145284 0.4861509 0.3797079
150 0.2194 1e+05 1 1.158298 0.4918816 0.3817576
150 0.2194 1e+05 1 1.126638 0.4909265 0.3820138
150 0.2194 1e+05 1 1.092575 0.5138491 0.3820138
150 0.2194 1e+05 1 1.125812 0.5004776 0.3986677
150 0.2188 20000 7 2.647335 1 0.998464
150 0.2188 20000 6 2.715822 0.9990421 0.9983359
150 0.2188 20000 4 2.984519 1 0.9983359
150 0.2188 20000 4 3.16871 0.9990421 0.9980799
150 0.2188 20000 6 2.838980 0.9985632 0.998848
150 0.2196 20000 4 2.545258 0.999523 0.9998719
150 0.2196 20000 7 2.916312 0.999523 0.9988467
150 0.2196 20000 6 2.562049 0.9990458 0.9984623
150 0.2196 20000 4 2.712261 0.9990458 0.9997437
150 0.2196 20000 4 2.601215 1 0.9988467
150 0.219 20000 7 2.681414 0.9995215 0.9987196
150 0.219 20000 4 2.668716 0.999043 0.9975672
150 0.219 20000 4 2.750916 1 0.9987196
150 0.219 20000 4 2.732541 0.9985646 0.9992318
150 0.219 20000 4 3.481684 0.9980861 0.9993598
150 0.2182 20000 7 3.402977 1 0.9992325
150 0.2182 20000 6 3.045084 0.998559 0.998593
150 0.2182 20000 6 2.999544 0.9980788 0.9994884
150 0.2182 20000 3 2.976825 0.9995197 0.9994884
150 0.2182 20000 6 2.487204 0.998559 0.9991046
150 0.2194 20000 4 2.889231 1 0.9991033
150 0.2194 20000 10 3.108033 0.9990449 0.9980784
150 0.2194 20000 4 2.665879 1 0.9997438
150 0.2194 20000 7 2.666594 0.9995224 0.9985908
150 0.2194 20000 10 2.585844 0.9990449 0.9985908
150 0.2188 10000 4 2.838659 0.9990421 0.99872
150 0.2188 10000 10 2.783163 0.9990421 0.9980799
150 0.2188 10000 6 2.519037 0.9980843 0.9973118
150 0.2188 10000 4 2.501270 0.9990421 0.998848
150 0.2188 10000 4 2.724027 0.9961686 0.998592
150 0.2196 10000 8 2.650848 0.9971374 0.997309
150 0.2196 10000 7 2.574340 0.9980916 0.997181
150 0.2196 10000 6 2.712952 1 0.9983342
150 0.2196 10000 4 2.781408 0.9985687 0.9983342
150 0.2196 10000 4 2.479357 0.9966603 0.997309
150 0.219 10000 7 2.984513 0.9966507 0.9978233
150 0.219 10000 4 2.648228 0.9971292 0.9984635
150 0.219 10000 4 2.816785 0.999043 0.9982074
150 0.219 10000 6 2.887277 0.999043 0.9987196
150 0.219 10000 7 2.626549 0.999043 0.9976953
150 0.2182 10000 7 2.550828 0.9980788 0.9966743
150 0.2182 10000 4 2.694716 0.9966378 0.9980814
150 0.2182 10000 4 3.21148 0.9990394 0.9978255
150 0.2182 10000 7 2.693825 1 0.997186
150 0.2182 10000 4 2.699751 0.9961575 0.9978255
150 0.2194 10000 8 2.527259 0.9952245 0.9978222
150 0.2194 10000 7 2.680567 0.9990449 0.9985908
150 0.2194 10000 4 2.624108 1 0.9983346
150 0.2194 10000 4 2.991575 0.9980898 0.9965411
150 0.2194 10000 4 2.797487 0.9990449 0.9959006
150 0.2188 2000 12 2.424113 0.9909004 0.9882232
150 0.2188 2000 9 2.453709 0.9918582 0.9892473
150 0.2188 2000 7 2.358671 0.9913793 0.9887353
150 0.2188 2000 8 2.36119 0.993774 0.9920635
150 0.2188 2000 9 2.573549 0.992816 0.984895
150 0.2196 2000 10 2.485258 0.9909351 0.9912865
150 0.2196 2000 8 2.488699 0.9914122 0.992568
150 0.2196 2000 12 2.442187 0.98521 0.9921835
150 0.2196 2000 7 2.262134 0.9909351 0.9891081
150 0.2196 2000 7 2.411336 0.9918893 0.9875705
150 0.219 2000 12 2.583251 0.9894737 0.9896287
150 0.219 2000 8 2.319363 0.9947368 0.9897567
150 0.219 2000 9 2.512037 0.9870813 0.9901408
150 0.219 2000 11 2.340824 0.9942584 0.9854033
150 0.219 2000 9 2.396905 0.984689 0.9887324
150 0.2182 2000 9 2.229186 0.9961575 0.9831159
150 0.2182 2000 7 2.541146 0.9865514 0.9891277
150 0.2182 2000 8 2.265407 0.9942363 0.987337
150 0.2182 2000 11 2.309906 0.9903939 0.987337
150 0.2182 2000 10 2.430681 0.9918348 0.9898951
150 0.2194 2000 12 2.572171 0.9890162 0.9884704
150 0.2194 2000 11 2.240249 0.9942693 0.9898796
150 0.2194 2000 9 2.520852 0.9899713 0.9874456
150 0.2194 2000 7 2.307088 0.9866285 0.9873174
150 0.2194 2000 12 2.171649 0.991404 0.9897515
150 0.2188 1000 9 2.204098 0.9712644 0.9807988
150 0.2188 1000 9 2.232045 0.9760536 0.9797747
150 0.2188 1000 10 2.378202 0.9712644 0.9784946
150 0.2188 1000 11 2.198904 0.9784483 0.9813108
150 0.2188 1000 12 2.122619 0.9841954 0.9788786
150 0.2196 1000 9 2.031184 0.9828244 0.9784726
150 0.2196 1000 8 2.222383 0.9780534 0.9784726
150 0.2196 1000 12 2.072918 0.9704198 0.9773193
150 0.2196 1000 8 2.242151 0.9790076 0.9792414
150 0.2196 1000 9 2.146052 0.9847328 0.9791133
150 0.219 1000 12 2.122968 0.9827751 0.9777209
150 0.219 1000 11 1.994987 0.9818182 0.9802817
150 0.219 1000 10 2.155468 0.9770335 0.9769526
150 0.219 1000 10 2.273214 0.9789474 0.9825864
150 0.219 1000 12 2.125425 0.9741627 0.9792574
150 0.2182 1000 12 2.214166 0.982709 0.9810693
150 0.2182 1000 8 2.121624 0.9740634 0.9794065
150 0.2182 1000 12 2.054831 0.9769452 0.9795344
150 0.2182 1000 11 2.116929 0.981268 0.9822205
150 0.2182 1000 11 2.336703 0.975024 0.9755692
150 0.2194 1000 12 2.158139 0.9885387 0.9812964
150 0.2194 1000 9 2.123901 0.9885387 0.977069
150 0.2194 1000 10 2.329148 0.9808978 0.9775813
150 0.2194 1000 8 2.090781 0.9832856 0.9764284
150 0.2194 1000 10 2.089189 0.9808978 0.9802716
150 0.2188 200 13 1.633034 0.9118774 0.90553
150 0.2188 200 4 1.600289 0.9176245 0.9155146
150 0.2188 200 8 1.575075 0.9185824 0.9002816
150 0.2188 200 9 1.629921 0.9166667 0.9042499
150 0.2188 200 11 1.630296 0.921456 0.9046339
150 0.2196 200 4 1.633114 0.9198473 0.9049206
150 0.2196 200 10 1.707155 0.9370229 0.9023578
150 0.2196 200 9 1.620385 0.917939 0.9019733
150 0.2196 200 6 1.635663 0.9246183 0.9054331
150 0.2196 200 7 1.613584 0.9188931 0.8987699
150 0.219 200 10 1.575741 0.9177033 0.9074264
150 0.219 200 7 1.605732 0.8966507 0.909347
150 0.219 200 12 1.555542 0.9172249 0.9020487
150 0.219 200 6 1.653608 0.922488 0.906146
150 0.219 200 6 1.607600 0.9196172 0.9046095
150 0.2182 200 7 1.577218 0.920269 0.9017652
150 0.2182 200 6 1.616160 0.9173871 0.9053466
150 0.2182 200 8 1.586868 0.9173871 0.8985674
150 0.2182 200 10 1.575795 0.9135447 0.9080327
150 0.2182 200 10 1.590190 0.9212296 0.9099514
150 0.2194 200 7 1.646396 0.9235912 0.9052011
150 0.2194 200 10 1.604622 0.931232 0.9045606
150 0.2194 200 10 1.585647 0.9111748 0.9018704
150 0.2194 200 10 1.660381 0.9255014 0.9141686
150 0.2194 200 13 1.608972 0.9235912 0.9031514
150 0.2188 100 12 1.404914 0.8572797 0.827317
150 0.2188 100 7 1.383560 0.8568008 0.8376856
150 0.2188 100 9 1.393086 0.8659004 0.8250128
150 0.2188 100 7 1.415527 0.8678161 0.829237
150 0.2188 100 7 1.429963 0.8591954 0.8301331
150 0.2196 100 7 1.440155 0.8482824 0.826243
150 0.2196 100 14 1.460907 0.8587786 0.8321374
150 0.2196 100 13 1.429556 0.86021 0.8264992
150 0.2196 100 4 1.421717 0.8473282 0.8340595
150 0.2196 100 6 1.437428 0.8616412 0.8267555
150 0.219 100 7 1.452574 0.8545455 0.8426376
150 0.219 100 4 1.407938 0.845933 0.8230474
150 0.219 100 13 1.417200 0.8727273 0.8203585
150 0.219 100 7 1.441998 0.8392344 0.8411012
150 0.219 100 7 1.430074 0.8555024 0.8262484
150 0.2182 100 7 1.366249 0.853026 0.8317984
150 0.2182 100 4 1.440765 0.8631124 0.8297519
150 0.2182 100 6 1.400271 0.8520653 0.8229726
150 0.2182 100 7 1.479276 0.8645533 0.8232284
150 0.2182 100 10 1.454653 0.8645533 0.8321821
150 0.2194 100 11 1.446779 0.8710602 0.836536
150 0.2194 100 7 1.418252 0.8720153 0.841276
150 0.2194 100 4 1.431377 0.8729704 0.831796
150 0.2194 100 4 1.421624 0.86915 0.8259032
150 0.2194 100 12 1.465902 0.8591213 0.8407635
150 0.3138 1e+05 1 1.093910 0.4927584 0.3809385
150 0.3138 1e+05 1 1.087811 0.4947334 0.4033809
150 0.3138 1e+05 1 1.129706 0.4937459 0.3867677
150 0.3138 1e+05 1 1.114601 0.4930876 0.4071699
150 0.3138 1e+05 1 1.124599 0.520079 0.3931798
150 0.3146 1e+05 1 1.129780 0.5013132 0.3880945
150 0.3146 1e+05 1 1.133989 0.4950755 0.409396
150 0.3146 1e+05 1 1.150806 0.4931057 0.3857601
150 0.3146 1e+05 1 1.08471 0.5134603 0.3857601
150 0.3146 1e+05 1 1.141731 0.4740643 0.3901371
150 0.3138 1e+05 1 1.113698 0.5102041 0.3914311
150 0.3138 1e+05 1 1.097596 0.477946 0.3856019
150 0.3138 1e+05 1 1.115642 0.5144832 0.3909939
150 0.3138 1e+05 1 1.143832 0.4963792 0.3829787
150 0.3138 1e+05 1 1.121927 0.5069124 0.3993005
150 0.3128 1e+05 1 1.133737 0.488111 0.3981374
150 0.3128 1e+05 1 1.139354 0.492074 0.3882421
150 0.3128 1e+05 1 1.102032 0.511889 0.3923166
150 0.3128 1e+05 1 1.129875 0.498679 0.391298
150 0.3128 1e+05 1 1.132466 0.4788639 0.3620489
150 0.3138 1e+05 1 1.103912 0.4963792 0.3905567
150 0.3138 1e+05 1 1.10135 0.4726794 0.3981347
150 0.3138 1e+05 1 1.090017 0.5049375 0.3914311
150 0.3138 1e+05 1 1.096051 0.4924292 0.3809385
150 0.3138 1e+05 1 1.128301 0.4983542 0.3762751
150 0.3138 20000 4 2.488165 0.9993417 0.9985427
150 0.3138 20000 8 2.802928 0.9993417 0.9997085
150 0.3138 20000 3 2.821828 0.9993417 0.9992713
150 0.3138 20000 7 2.984983 1 0.9991256
150 0.3138 20000 4 2.511846 0.9990125 0.9991256
150 0.3146 20000 4 2.785586 0.9983585 0.998395
150 0.3146 20000 10 2.531364 0.9996717 0.9989787
150 0.3146 20000 4 2.777807 0.9983585 0.9986869
150 0.3146 20000 8 2.681815 1 0.9991246
150 0.3146 20000 9 2.694321 0.9996717 0.998395
150 0.3138 20000 4 2.726481 0.9996708 0.9979598
150 0.3138 20000 4 2.454607 1 0.9992713
150 0.3138 20000 4 2.612713 0.9993417 0.9976683
150 0.3138 20000 7 2.778480 0.998025 0.9995628
150 0.3138 20000 8 2.696349 0.9986833 0.9988342
150 0.3128 20000 6 2.790091 0.9990092 0.9985448
150 0.3128 20000 9 2.903692 0.9996697 0.9992724
150 0.3128 20000 10 2.726576 0.9976882 0.9988359
150 0.3128 20000 4 2.968402 0.9990092 0.999709
150 0.3128 20000 10 2.884322 0.998679 0.9998545
150 0.3138 20000 6 2.696955 0.9986833 0.999417
150 0.3138 20000 11 2.425327 0.9983542 0.9986884
150 0.3138 20000 4 2.446802 0.9996708 0.9979598
150 0.3138 20000 10 3.068205 0.9993417 0.9985427
150 0.3138 20000 8 2.644810 0.998025 0.9989799
150 0.3138 10000 7 2.77013 0.99605 0.9979598
150 0.3138 10000 6 2.986974 0.9970375 0.9979598
150 0.3138 10000 4 2.658838 0.9967084 0.996794
150 0.3138 10000 6 2.697219 0.9973667 0.9970854
150 0.3138 10000 4 2.787019 0.99605 0.9972311
150 0.3146 10000 7 2.966485 0.9993434 0.9988328
150 0.3146 10000 10 2.635711 1 0.9978115
150 0.3146 10000 4 2.503579 0.9960604 0.9966443
150 0.3146 10000 6 2.467069 0.9996717 0.9979574
150 0.3146 10000 4 2.576731 0.9973736 0.998541
150 0.3138 10000 6 2.421329 0.9993417 0.9965025
150 0.3138 10000 6 2.64169 0.99605 0.997814
150 0.3138 10000 4 2.526448 0.9973667 0.9985427
150 0.3138 10000 11 2.581019 0.998025 0.9965025
150 0.3138 10000 6 2.430215 0.9973667 0.9965025
